variant_name,family,horizon,asset_count,overall_net_pnl,overall_sharpe,overall_sortino,overall_max_drawdown,overall_profit_factor,overall_win_rate,overall_average_trade,overall_trade_count,overall_n_days_traded,overall_participation_rate,overall_trades_per_month,overall_longest_losing_streak_trade,overall_longest_losing_streak_daily,is_net_pnl,is_sharpe,is_sortino,is_max_drawdown,is_profit_factor,is_win_rate,is_average_trade,is_trade_count,is_n_days_traded,is_participation_rate,is_trades_per_month,is_longest_losing_streak_trade,is_longest_losing_streak_daily,oos_net_pnl,oos_sharpe,oos_sortino,oos_max_drawdown,oos_profit_factor,oos_win_rate,oos_average_trade,oos_trade_count,oos_n_days_traded,oos_participation_rate,oos_trades_per_month,oos_longest_losing_streak_trade,oos_longest_losing_streak_daily,oos_sharpe_delta_vs_baseline,oos_max_drawdown_improvement_vs_baseline,oos_trade_retention_vs_baseline,oos_net_pnl_retention_vs_baseline,oos_assets_sharpe_improved,oos_assets_dd_improved,oos_assets_with_value,verdict,threshold,multiplier
three_state_modulation__60m__t95__m25,three_state_modulation,60m,4,36586.50000000847,0.44765201202884086,0.4838193712400268,-19090.99999999482,1.0594533151766041,0.4530902623388173,16.26789684304512,2249,990,0.8691834942932397,41.46532045654082,13,7,12041.750000006456,0.21193867063685215,0.22733710139818614,-12553.999999998709,1.0279099709757777,0.4517799352750809,7.794012944987998,1545,681,0.8544542032622334,40.70890840652447,13,7,24544.750000002015,0.986219161063312,1.083648558788217,-15958.249999999194,1.1334445155757207,0.4559659090909091,34.86470170454832,704,309,0.9035087719298246,43.228070175438596,13,5,0.14264568413353418,-0.16912397662963385,0.9107373868046572,1.0211661674155215,1,3,1,no_value,95,25
three_state_modulation__30m__t95__m25,three_state_modulation,30m,4,45641.750000008375,0.5618307116524627,0.6159257154589104,-16448.49999999768,1.0751324005519631,0.4546654929577465,20.088798415496644,2272,990,0.8691834942932397,41.88937664618086,13,10,22148.250000006385,0.38837232239413055,0.423299182960615,-13140.99999999873,1.0523141696388658,0.45209003215434085,14.243247588428543,1555,682,0.8557089084065245,40.9723964868256,13,10,23493.500000001994,0.9709287929687895,1.0791175824708175,-13040.499999999558,1.1276028335666706,0.4602510460251046,32.766387726641554,717,308,0.9005847953216374,44.026315789473685,13,7,0.12735531603901173,0.0446345171156616,0.9275549805950841,0.9774296888001149,2,2,1,protective_but_mixed,95,25
three_state_modulation__session__t90__m50,three_state_modulation,session,4,35625.75000000835,0.42860208453959553,0.4528167594405084,-26788.999999997268,1.0569211461001389,0.45818345323741005,16.018772482018143,2224,969,0.8507462686567164,41.00438981562774,13,6,11950.500000006366,0.20542244936157364,0.21566443064846907,-20377.749999997264,1.0271954113361583,0.4555483452303699,7.7550292018211335,1541,673,0.8444165621079046,40.60351317440402,13,6,23675.250000001986,0.9498059104850075,1.018340109638198,-13556.499999999542,1.1269802746874928,0.46412884333821375,34.663616398245956,683,296,0.8654970760233918,41.938596491228076,12,6,0.10623243355522971,0.006831626952836575,0.8835705045278137,0.9849912631053227,2,3,2,protective_but_mixed,90,50
three_state_modulation__60m__t80__m25,three_state_modulation,60m,4,40222.50000000695,0.5421408896778179,0.5797821363392326,-21228.499999998057,1.0772743930173179,0.4481537683358624,20.34522003035253,1977,937,0.8226514486391572,36.4503950834065,13,8,18540.000000005308,0.3611516946385772,0.3829635076093703,-13180.999999998052,1.0506415553021504,0.44964028776978415,13.338129496406696,1390,656,0.823086574654956,36.624843161856965,13,8,21682.500000001644,0.949559982524181,1.0340488834170434,-17035.749999999607,1.140419103992397,0.444633730834753,36.93781942078645,587,281,0.8216374269005848,36.04385964912281,11,4,0.10598650559440315,-0.2480631513398293,0.759379042690815,0.9020843734398153,2,2,1,no_value,80,25
three_state_modulation__60m__t95__m75,three_state_modulation,60m,4,39291.00000000927,0.4498464446235858,0.4901374686047745,-24195.24999999662,1.0570168564761748,0.45690021231422506,16.684076433124954,2355,1007,0.884108867427568,43.41966637401229,13,7,14649.000000007058,0.24056744080431847,0.25951792682868025,-17337.749999996617,1.0307143298944366,0.45590062111801244,9.098757763979538,1610,694,0.8707653701380176,42.42158092848181,13,7,24642.000000002205,0.9323296423297532,1.0389438762306153,-16732.74999999909,1.116143536858688,0.4590604026845638,33.076510067117056,745,313,0.9152046783625731,45.74561403508772,13,5,0.08875616539997544,-0.2258649425813877,0.963777490297542,1.0252121817273945,2,2,2,no_value,95,75
three_state_modulation__30m__t85__m75,three_state_modulation,30m,4,32521.25000000873,0.40044981192728696,0.43158731898095953,-18379.749999997668,1.0511402323866397,0.4570400359874044,14.629442195235596,2223,991,0.8700614574187884,40.98595258999122,13,8,9931.25000000651,0.17491280532144693,0.18781769780429647,-13749.74999999766,1.0224267397871685,0.4552580013063357,6.486773350755395,1531,687,0.8619824341279799,40.34002509410289,13,8,22590.00000000222,0.9252756946229012,1.0053811223972644,-14404.999999999234,1.116990712988235,0.46098265895953755,32.644508670523436,692,304,0.8888888888888888,42.49122807017544,12,5,0.08170221769312336,-0.05533068371217588,0.8952134540750324,0.9398402396405342,3,2,2,no_value,85,75
three_state_modulation__session__t90__m25,three_state_modulation,session,4,28523.750000007807,0.35268248047114525,0.369090599133148,-26904.499999997355,1.0483367162044535,0.45433255269320844,13.360070257614899,2135,957,0.8402107111501317,39.36347673397717,13,6,6267.7500000059545,0.11038420334663297,0.11447627202087439,-20249.499999997348,1.0150008526271532,0.45161290322580644,4.212197580649163,1488,663,0.8318695106649937,39.207026348808036,13,6,22256.000000001855,0.9245511856062795,0.988816526064406,-13499.749999999567,1.1291857974564643,0.4605873261205564,34.39876352395959,647,294,0.8596491228070176,39.728070175438596,12,6,0.08097770867650167,0.010989212256595151,0.8369987063389392,0.9259444167082522,3,2,2,protective_but_mixed,90,25
three_state_modulation__session__t90__m75,three_state_modulation,session,4,41420.25000000889,0.4779988824383925,0.5123088840765797,-27680.249999997002,1.0625336860079222,0.45840787119856885,18.524262075138143,2236,975,0.8560140474100087,41.22563652326602,13,7,17452.250000006796,0.2888587280282686,0.3073066229189466,-21242.749999997013,1.0378114437993045,0.4557779212395094,11.26678502259961,1549,676,0.848180677540778,40.81430363864492,13,7,23968.000000002095,0.9141166280816592,0.9963647257866238,-13991.499999999527,1.1193583889007976,0.4643377001455604,34.88791848617481,687,299,0.8742690058479532,42.184210526315795,12,6,0.07054315115188137,-0.025037088591405392,0.888745148771022,0.9971709103011988,2,3,2,no_value,90,75
three_state_modulation__60m__t95__m50,three_state_modulation,60m,4,36161.75000000888,0.43084083171845905,0.46760522392401904,-20831.499999996828,1.055352123725004,0.4551665243381725,15.440542271566557,2342,1003,0.8805970149253731,43.17998244073749,13,7,12949.75000000675,0.22153070255192248,0.23795436124551206,-14641.499999996819,1.028510945827622,0.4544319600499376,8.083489388268882,1602,692,0.8682559598494354,42.21079046424091,13,7,23212.00000000213,0.9117737041013122,1.0130238563780232,-16268.749999999147,1.116584045283562,0.45675675675675675,31.367567567570443,740,311,0.9093567251461988,45.438596491228076,13,6,0.0682002271715344,-0.19187164600086593,0.9573091849935317,0.9657180895323567,1,3,1,no_value,95,50
adverse_downsize__session__t90__m25,adverse_downsize,session,4,44777.750000009575,0.4925148697916607,0.544374342737861,-27539.49999999669,1.063574055143837,0.46092099704267003,18.917511618086007,2367,1003,0.8805970149253731,43.64091308165057,13,7,19518.500000007294,0.3090622774049723,0.3386848592698985,-21613.249999996715,1.0400421582781934,0.45761670761670764,11.989250614255095,1628,692,0.8682559598494354,42.89585947302384,13,7,25259.250000002285,0.9104791614209218,1.0257730753006304,-13896.7499999995,1.1164604381228045,0.46820027063599456,34.180311231396864,739,311,0.9093567251461988,45.377192982456144,13,6,0.06690568449114398,-0.018095569515961953,0.9560155239327296,1.050892411382912,2,2,2,no_value,90,25
three_state_modulation__30m__t95__m50,three_state_modulation,30m,4,39763.75000000886,0.4759973632653203,0.5183294571886328,-16431.749999996842,1.0612638561544598,0.45589482612383375,16.863337574219194,2358,1004,0.8814749780509219,43.47497805092186,13,8,17068.500000006738,0.2915002739319313,0.31588654139013084,-13886.499999997919,1.0378910143563553,0.453812771233726,10.581835089898783,1613,694,0.8707653701380176,42.50062735257215,13,8,22695.250000002125,0.9088875699219022,1.0009683397431033,-12992.749999999525,1.1142794919792616,0.4604026845637584,30.463422818794797,745,310,0.9064327485380117,45.74561403508772,13,5,0.06531409299212443,0.0481327496840263,0.963777490297542,0.9442190880346054,2,2,1,protective_but_mixed,95,50
adverse_downsize__90m__t80__m75,adverse_downsize,90m,4,38245.00000000978,0.42442309169560705,0.46871603915383353,-24550.749999996457,1.0532058266953719,0.4584703947368421,15.725740131582969,2432,1014,0.8902546093064091,44.83933274802458,13,8,13840.750000007363,0.22108282282256958,0.24148037928703056,-19691.99999999645,1.0279831443040404,0.45755568934376883,8.332781456958076,1661,698,0.875784190715182,43.76537013801757,13,8,24404.250000002412,0.8879527744399714,1.0050411202100062,-13773.749999999474,1.1088493858217265,0.4604409857328145,31.652723735411687,771,316,0.9239766081871345,47.3421052631579,13,6,0.04437929751019365,-0.009084415465518953,0.9974126778783958,1.0153207688467252,4,3,3,no_value,80,75
three_state_modulation__90m__t80__m75,three_state_modulation,90m,4,29957.750000008236,0.37293605907401806,0.397916755023513,-25242.49999999707,1.0492380351299475,0.4530281354315689,14.2860038149777,2097,961,0.8437225636523266,38.662862159789285,13,7,8298.500000006195,0.14859929667619054,0.1582636955804751,-17806.249999997082,1.0195972393598014,0.4521497919556172,5.754854368936336,1442,670,0.8406524466750314,37.99498117942284,13,7,21659.250000002037,0.8854179384069976,0.94731775647996,-16641.249999999527,1.1170931668959903,0.4549618320610687,33.06755725191151,655,291,0.8508771929824561,40.219298245614034,11,5,0.04184446147721976,-0.21916152310487202,0.8473479948253557,0.9011170743884088,3,3,2,no_value,80,75
adverse_downsize__session__t90__m75,adverse_downsize,session,4,41357.50000000995,0.4488447029288547,0.4978833474140075,-25364.999999996562,1.0565580770732579,0.4584703947368421,17.0055509868462,2432,1014,0.8902546093064091,44.83933274802458,13,8,16554.00000000753,0.25860365543897973,0.2842263709705509,-20417.499999996577,1.032901281249922,0.45755568934376883,9.966285370263414,1661,698,0.875784190715182,43.76537013801757,13,8,24803.500000002423,0.8824293030340395,0.9991499592418411,-13614.999999999469,1.1087405413462756,0.4604409857328145,32.170557717253466,771,316,0.9239766081871345,47.3421052631579,13,6,0.03885582610426175,0.0025458341727540488,0.9974126778783958,1.0319312697620175,2,1,1,protective_but_mixed,90,75
three_state_modulation__30m__t95__m75,three_state_modulation,30m,4,36239.75000000932,0.4164937267476844,0.4533956423167005,-19388.999999996635,1.0524770185202288,0.4571910586250527,15.284584563479259,2371,1009,0.8858647936786654,43.71466198419666,13,8,13196.500000007087,0.2167909931680118,0.23428901440476338,-15660.249999996631,1.027649779240733,0.4552745219000617,8.140962368912453,1621,697,0.8745294855708908,42.711417816813054,13,8,23043.25000000223,0.8820900568108133,0.9763619438593444,-13398.74999999951,1.1080270498335874,0.4613333333333333,30.724333333336308,750,312,0.9122807017543859,46.05263157894737,13,6,0.03851657988103552,0.018388615176067206,0.9702457956015524,0.9586973706107441,2,2,1,protective_but_mixed,95,75
combined_overlay__session__t90__m25,combined_overlay,session,4,44558.25000000953,0.4906105182734721,0.5372821440575548,-28138.74999999671,1.0636695369809868,0.4574934268185802,19.525964066612413,2282,982,0.8621597892888498,42.07374890254609,13,7,20100.00000000726,0.3186808268902948,0.34596630409516516,-21902.49999999674,1.0414998157284454,0.4542566709021601,12.770012706484918,1574,680,0.8531994981179423,41.47302383939775,13,7,24458.250000002277,0.8819798407247063,0.9848685452320107,-14206.7499999995,1.1134970713015515,0.4646892655367232,34.545550847460845,708,302,0.8830409356725146,43.473684210526315,13,6,0.038406363794928455,-0.04080660817967538,0.9159120310478654,1.017567398901637,2,2,2,no_value,90,25
three_state_modulation__30m__t80__m75,three_state_modulation,30m,4,32552.000000008233,0.4140819116896734,0.4455919785501464,-19720.999999997723,1.053915485422817,0.45651151857075695,15.304184297135981,2127,971,0.8525021949078139,39.21597892888499,13,10,11839.500000006206,0.2154080907626846,0.23085602168015967,-14438.999999997737,1.0282306570700785,0.4560327198364008,8.070552147243495,1467,676,0.848180677540778,38.65370138017566,13,10,20712.500000002023,0.8763509314112813,0.951752022004444,-15170.499999999543,1.1123388307270217,0.4575757575757576,31.382575757578824,660,295,0.8625730994152047,40.526315789473685,12,5,0.03277745448150349,-0.11141229692856185,0.8538163001293662,0.8617282409718705,2,3,1,no_value,80,75
three_state_modulation__session__t95__m50,three_state_modulation,session,4,36101.0000000087,0.42526422307821715,0.45752197704212233,-26397.24999999706,1.055470959989811,0.45732758620689656,15.560775862072717,2320,988,0.8674275680421423,42.774363476733974,13,7,13800.500000006654,0.23222279470864426,0.24692610278416266,-19434.749999997075,1.0303162274359756,0.455,8.625312500004158,1600,683,0.8569636135508155,42.15809284818068,13,7,22300.500000002045,0.8763075314174071,0.969246471537352,-14003.749999999538,1.114016128063328,0.4625,30.972916666669505,720,305,0.8918128654970761,44.21052631578948,13,7,0.03273405448762934,-0.025934540925698094,0.9314359637774903,0.9277958062905531,2,2,1,no_value,95,50
three_state_modulation__session__t85__m25,three_state_modulation,session,4,28492.50000000744,0.36101357116462346,0.37507919315565375,-26199.249999997504,1.0503773104519023,0.45290385553928747,13.905563689608316,2049,943,0.8279192273924495,37.77787532923617,12,6,7829.0000000056225,0.14168835153979784,0.14687994357793616,-17166.749999997504,1.019625058359433,0.45129642606867554,5.486334968469252,1427,652,0.8180677540777918,37.59974905897114,12,6,20663.50000000182,0.8736855511668621,0.9120183302423676,-14497.249999999567,1.1239909812740052,0.4565916398713826,33.22106109325051,622,291,0.8508771929824561,38.192982456140356,11,6,0.030112074237084285,-0.06208904925003112,0.8046571798188874,0.8596896322183258,2,3,2,no_value,85,25
three_state_modulation__30m__t90__m25,three_state_modulation,30m,4,41681.75000000771,0.5314531200566142,0.5784204718097563,-18344.99999999791,1.0723321586503334,0.45363179534033804,19.041457286435683,2189,977,0.8577699736611062,40.359086918349426,13,7,21337.750000005883,0.38746455657179674,0.41870334229549316,-12101.999999998901,1.0532938790496158,0.45249169435215947,14.177906976748094,1505,676,0.848180677540778,39.65495608531995,13,6,20344.00000000183,0.8712248028324033,0.964611603190324,-14301.999999999554,1.1156725699819452,0.45614035087719296,29.742690058482207,684,301,0.8801169590643275,42.0,12,7,0.027651325902625534,-0.047784757962642935,0.8848641655886158,0.846397071060065,2,2,1,no_value,90,25
adverse_downsize__30m__t85__m50,adverse_downsize,30m,4,32853.250000009735,0.3717972233896565,0.40625179671377437,-22373.499999996555,1.0462740568720355,0.4584703947368421,13.508737664477687,2432,1014,0.8902546093064091,44.83933274802458,13,8,9630.750000007283,0.15620568920980699,0.16894391343510484,-18003.499999996544,1.019614042805399,0.45690174804098854,5.8051537070568315,1659,698,0.875784190715182,43.712672521957344,13,8,23222.50000000246,0.8701057750059772,0.9732355464760732,-14021.999999999067,1.1060590318017374,0.46183699870633893,30.04204398447925,773,316,0.9239766081871345,47.46491228070176,13,6,0.02653229807619939,-0.027271561750220902,1.0,0.9661549342652711,2,2,2,no_value,85,50
adverse_downsize__session__t95__m75,adverse_downsize,session,4,39856.75000001007,0.42980183428723084,0.4757167421687548,-25280.999999996522,1.0539793003788211,0.4584703947368421,16.38846628289888,2432,1014,0.8902546093064091,44.83933274802458,13,8,15318.000000007607,0.2377788057592934,0.2600627217320196,-20567.249999996522,1.0301626722654893,0.45755568934376883,9.222155328120174,1661,698,0.875784190715182,43.76537013801757,13,8,24538.75000000246,0.8673913501662671,0.9861613416318591,-13565.249999999465,1.1064473554358167,0.4604409857328145,31.82717250324573,771,316,0.9239766081871345,47.3421052631579,13,6,0.023817873236489318,0.0061905895712050995,0.9974126778783958,1.0209165418538824,1,2,1,protective_but_mixed,95,75
adverse_downsize__session__t90__m50,adverse_downsize,session,4,41156.00000000977,0.4502345483807407,0.4984748266319341,-26357.99999999664,1.0571974553275316,0.45826446280991734,17.006611570251973,2420,1012,0.8884986830553117,44.6180860403863,13,8,17004.750000007414,0.267611522723975,0.29431707987649564,-20989.249999996646,1.034264548164276,0.4570737605804111,10.280985489726369,1654,698,0.875784190715182,43.58092848180678,13,8,24151.250000002357,0.8672284097266239,0.9743583883899232,-13596.249999999483,1.108173386469185,0.4608355091383812,31.52904699739211,766,314,0.9181286549707602,47.03508771929825,13,6,0.02365493279684605,0.003919485704832424,0.9909443725743855,1.004794890996832,2,2,2,protective_but_mixed,90,50
adverse_downsize__30m__t85__m25,adverse_downsize,30m,4,29905.000000009542,0.34481587589622104,0.37624375008095023,-21515.499999996682,1.043231467246088,0.45843724023275145,12.429343308399643,2406,1013,0.8893766461808604,44.35996488147497,13,8,7301.500000007105,0.12049478903605196,0.13033018525303156,-17072.999999996668,1.0152026613766871,0.4570906877662812,4.444004869146138,1643,697,0.8745294855708908,43.291091593475535,13,8,22603.50000000244,0.8656666196288718,0.9637352539371177,-14547.999999999092,1.1068906609288955,0.4613368283093054,29.624508519007133,763,316,0.9239766081871345,46.85087719298246,13,6,0.022093142699094015,-0.06580706606349136,0.9870633893919794,0.9404018971542728,1,2,1,no_value,85,25
three_state_modulation__session__t85__m50,three_state_modulation,session,4,31833.000000008,0.3913939347935918,0.4109406263107317,-27480.249999997435,1.0528424193505022,0.45675549322113135,14.88218793829266,2139,957,0.8402107111501317,39.437225636523266,13,6,10740.000000006032,0.18895294642656066,0.1979258224830255,-18397.749999997435,1.0254186894819668,0.4534412955465587,7.246963562757107,1482,664,0.8331242158092849,39.048933500627356,13,6,21093.000000001965,0.861738127178925,0.9092084111736011,-14748.999999999542,1.117254989160055,0.4642313546423135,32.10502283105322,657,293,0.8567251461988304,40.3421052631579,11,6,0.018164650249147152,-0.08053261048741588,0.8499353169469599,0.8775586620069804,3,4,3,no_value,85,50
adverse_downsize__session__t80__m75,adverse_downsize,session,4,38635.500000009735,0.4258507931438883,0.4692680605852985,-25447.999999996635,1.053676706055949,0.4584703947368421,15.886307565793476,2432,1014,0.8902546093064091,44.83933274802458,13,7,14827.250000007374,0.23517496847328587,0.25695182183691523,-19741.749999996657,1.0299084225071005,0.45755568934376883,8.926700782665486,1661,698,0.875784190715182,43.76537013801757,13,7,23808.25000000236,0.8608239383153448,0.9667363255579118,-13881.749999999476,1.106274257732914,0.4604409857328145,30.87970168612498,771,316,0.9239766081871345,47.3421052631579,13,6,0.017250461385566962,-0.01699664829029667,0.9974126778783958,0.9905246297220792,2,3,2,no_value,80,75
combined_overlay__session__t90__m50,combined_overlay,session,4,43386.00000000966,0.47705531220838526,0.5218818301883249,-28564.999999996675,1.061672167779697,0.4567307692307692,18.96241258741681,2288,983,0.8630377524143986,42.18437225636523,13,7,19480.000000007323,0.308458880250209,0.3344985558485997,-22279.99999999669,1.040080984988164,0.4546031746031746,12.368253968258617,1575,680,0.8531994981179423,41.49937264742786,13,7,23906.000000002336,0.8607134563181867,0.9602019521538886,-14507.999999999487,1.1099237624035658,0.46143057503506313,33.52875175315896,713,303,0.8859649122807017,43.780701754385966,13,6,0.017139979388408944,-0.0628766094617508,0.9223803363518758,0.9945914461640815,2,2,2,no_value,90,50
adverse_downsize__30m__t85__m75,adverse_downsize,30m,4,36399.00000000992,0.40164290110938067,0.441393464028104,-23837.749999996428,1.0499708609708072,0.4591375770020534,14.948254620127276,2435,1014,0.8902546093064091,44.89464442493415,13,8,12736.000000007461,0.2018350671977568,0.21915031283431918,-19042.749999996428,1.0253998263933186,0.45788206979542717,7.663056558367907,1662,698,0.875784190715182,43.79171894604768,13,8,23663.000000002463,0.8603162741669089,0.9716813937680248,-13998.499999999045,1.104249753561666,0.46183699870633893,30.611901681762564,773,316,0.9239766081871345,47.46491228070176,13,6,0.016742797237131124,-0.025549918496679737,1.0,0.9844816109169584,1,2,1,no_value,85,75
three_state_modulation__30m__t90__m75,three_state_modulation,30m,4,31083.000000008964,0.36753152801724215,0.39846979095119667,-20020.74999999756,1.0465960822143734,0.4559652928416486,13.485032537964843,2305,1002,0.8797190517998245,42.49780509218613,13,8,9521.250000006727,0.1602021091188206,0.17215993256290105,-16130.74999999756,1.0205732751076755,0.4541429475015813,6.02229601518452,1581,692,0.8682559598494354,41.657465495608534,13,8,21561.75000000224,0.8583196765896833,0.9504743439621485,-16003.749999999176,1.1055519180521602,0.4599447513812155,29.781422651936797,724,310,0.9064327485380117,44.4561403508772,12,6,0.014746199659905534,-0.1724573710141453,0.9366106080206986,0.8970606590114831,2,2,1,no_value,90,75
three_state_modulation__session__t95__m75,three_state_modulation,session,4,39683.750000009284,0.45022428446366725,0.48957705090518566,-27961.749999996824,1.0578231453590998,0.45793991416309016,17.031652360519008,2330,992,0.8709394205443372,42.95873573309921,13,7,16865.25000000709,0.27423384951140006,0.2951724158395578,-21711.749999996828,1.0353728805294367,0.4558457711442786,10.488339552243215,1608,685,0.8594730238393977,42.36888331242159,13,7,22818.500000002194,0.8568987409911489,0.9540344979505334,-14124.749999999516,1.1089133957486736,0.4626038781163435,31.60457063712215,722,307,0.8976608187134503,44.333333333333336,13,7,0.013325264061371134,-0.034799172146049155,0.9340232858990944,0.9493468131136559,2,2,2,no_value,95,75
combined_overlay__90m__t95__m75,combined_overlay,90m,4,40904.25000000991,0.4435470842269852,0.48770093896711414,-22525.749999996326,1.055843142126864,0.4592901878914405,17.079018789148186,2395,1008,0.8849868305531168,44.15715539947322,13,8,16754.7500000075,0.2617270805086527,0.2849430052269181,-18560.749999996333,1.0333160006681348,0.45843520782396086,10.24128973105593,1636,694,0.8707653701380176,43.10664993726475,13,8,24149.5000000024,0.8568578857990182,0.9631950664325126,-13504.749999999038,1.1051895683762805,0.461133069828722,31.817523056656654,759,314,0.9181286549707602,46.60526315789474,13,6,0.013284408869240427,0.010622905181412746,0.981888745148771,1.0047220835413506,1,2,0,protective_but_mixed,95,75
