trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,meta_risk_variant,meta_risk_multiplier
1,2019-05-08,long,1,2019-05-08 09:49:00-04:00,7654.25,7600.25,7924.25,2019-05-08 16:00:00-04:00,7635.0,time_exit,50000.0,0.25,125.0,111.0,111.0,111.0,15308.5,0.30617,-19.25,-77.0,-38.5,2.5,-41.0,skip_day_after_3_losses,1.0
2,2019-05-09,long,1,2019-05-09 12:32:00-04:00,7568.5,7527.5,7773.5,2019-05-09 16:00:00-04:00,7592.25,time_exit,50000.0,0.25,125.0,85.0,85.0,85.0,15137.0,0.30274,23.75,95.0,47.5,2.5,45.0,skip_day_after_3_losses,1.0
3,2019-05-10,long,1,2019-05-10 09:47:00-04:00,7584.0,7553.5,7736.5,2019-05-10 09:56:00-04:00,7553.25,stop,50000.0,0.25,125.0,64.0,64.0,64.0,15168.0,0.30336,-30.75,-123.0,-61.5,2.5,-64.0,skip_day_after_3_losses,1.0
4,2019-05-15,long,1,2019-05-15 09:48:00-04:00,7407.75,7362.5,7634.0,2019-05-15 16:00:00-04:00,7514.25,time_exit,50000.0,0.25,125.0,93.5,93.5,93.5,14815.5,0.29631,106.5,426.0,213.0,2.5,210.5,skip_day_after_3_losses,1.0
5,2019-05-20,long,1,2019-05-20 10:26:00-04:00,7418.5,7361.0,7706.0,2019-05-20 16:00:00-04:00,7392.0,time_exit,50000.0,0.25,125.0,118.0,118.0,118.0,14837.0,0.29674,-26.5,-106.0,-53.0,2.5,-55.5,skip_day_after_3_losses,1.0
6,2019-05-22,long,1,2019-05-22 10:19:00-04:00,7449.75,7419.75,7599.75,2019-05-22 13:10:00-04:00,7419.5,stop,50000.0,0.25,125.0,63.0,63.0,63.0,14899.5,0.29799,-30.25,-121.0,-60.5,2.5,-63.0,skip_day_after_3_losses,1.0
7,2019-06-19,long,1,2019-06-19 14:05:00-04:00,7698.25,7638.25,7998.25,2019-06-19 16:00:00-04:00,7699.0,time_exit,50000.0,0.25,125.0,123.0,123.0,123.0,15396.5,0.30793,0.75,3.0,1.5,2.5,-1.0,skip_day_after_3_losses,1.0
8,2019-08-06,long,1,2019-08-06 10:04:00-04:00,7530.5,7489.25,7736.75,2019-08-06 10:14:00-04:00,7489.0,stop,50000.0,0.25,125.0,85.5,85.5,85.5,15061.0,0.30122,-41.5,-166.0,-83.0,2.5,-85.5,skip_day_after_3_losses,1.0
9,2019-08-07,long,1,2019-08-07 10:11:00-04:00,7465.75,7417.0,7709.5,2019-08-07 16:00:00-04:00,7566.0,time_exit,50000.0,0.25,125.0,100.5,100.5,100.5,14931.5,0.29863,100.25,401.0,200.5,2.5,198.0,skip_day_after_3_losses,1.0
10,2019-08-08,long,1,2019-08-08 09:57:00-04:00,7620.75,7583.0,7809.5,2019-08-08 16:00:00-04:00,7736.25,time_exit,50000.0,0.25,125.0,78.5,78.5,78.5,15241.5,0.30483,115.5,462.0,231.0,2.5,228.5,skip_day_after_3_losses,1.0
11,2019-08-16,long,1,2019-08-16 10:23:00-04:00,7590.75,7555.5,7767.0,2019-08-16 16:00:00-04:00,7604.25,time_exit,50000.0,0.25,125.0,73.5,73.5,73.5,15181.5,0.30363,13.5,54.0,27.0,2.5,24.5,skip_day_after_3_losses,1.0
12,2019-08-23,long,2,2019-08-23 10:03:00-04:00,7684.5,7655.75,7828.25,2019-08-23 10:10:00-04:00,7655.5,stop,50000.0,0.25,125.0,60.5,121.0,121.0,30738.0,0.61476,-29.0,-116.0,-116.0,5.0,-121.0,skip_day_after_3_losses,1.0
13,2019-09-03,long,1,2019-09-03 09:52:00-04:00,7670.5,7627.0,7888.0,2019-09-03 10:04:00-04:00,7626.75,stop,50000.0,0.25,125.0,90.0,90.0,90.0,15341.0,0.30682,-43.75,-175.0,-87.5,2.5,-90.0,skip_day_after_3_losses,1.0
14,2019-09-12,long,1,2019-09-12 10:12:00-04:00,7971.75,7924.0,8210.5,2019-09-12 10:51:00-04:00,7923.75,stop,50000.0,0.25,125.0,98.5,98.5,98.5,15943.5,0.31887,-48.0,-192.0,-96.0,2.5,-98.5,skip_day_after_3_losses,1.0
15,2019-09-25,long,1,2019-09-25 10:57:00-04:00,7744.0,7713.75,7895.25,2019-09-25 16:00:00-04:00,7823.75,time_exit,50000.0,0.25,125.0,63.5,63.5,63.5,15488.0,0.30976,79.75,319.0,159.5,2.5,157.0,skip_day_after_3_losses,1.0
16,2019-10-03,long,1,2019-10-03 11:07:00-04:00,7588.75,7548.5,7790.0,2019-10-03 16:00:00-04:00,7655.75,time_exit,50000.0,0.25,125.0,83.5,83.5,83.5,15177.5,0.30355,67.0,268.0,134.0,2.5,131.5,skip_day_after_3_losses,1.0
17,2019-10-10,long,1,2019-10-10 09:51:00-04:00,7739.75,7690.0,7988.5,2019-10-10 16:00:00-04:00,7757.75,time_exit,50000.0,0.25,125.0,102.5,102.5,102.5,15479.5,0.30959,18.0,72.0,36.0,2.5,33.5,skip_day_after_3_losses,1.0
18,2019-10-11,long,1,2019-10-11 12:46:00-04:00,7881.25,7842.25,8076.25,2019-10-11 16:00:00-04:00,7842.0,stop,50000.0,0.25,125.0,81.0,81.0,81.0,15762.5,0.31525,-39.25,-157.0,-78.5,2.5,-81.0,skip_day_after_3_losses,1.0
19,2019-12-13,long,1,2019-12-13 10:02:00-05:00,8493.25,8439.5,8762.0,2019-12-13 16:00:00-05:00,8490.75,time_exit,50000.0,0.25,125.0,110.5,110.5,110.5,16986.5,0.33973,-2.5,-10.0,-5.0,2.5,-7.5,skip_day_after_3_losses,1.0
20,2020-01-08,long,1,2020-01-08 11:35:00-05:00,8889.75,8847.5,9101.0,2020-01-08 16:00:00-05:00,8933.75,time_exit,50000.0,0.25,125.0,87.5,87.5,87.5,17779.5,0.35559,44.0,176.0,88.0,2.5,85.5,skip_day_after_3_losses,1.0
21,2020-02-04,long,1,2020-02-04 09:50:00-05:00,9272.25,9226.5,9501.0,2020-02-04 16:00:00-05:00,9340.0,time_exit,50000.0,0.25,125.0,94.5,94.5,94.5,18544.5,0.37089,67.75,271.0,135.5,2.5,133.0,skip_day_after_3_losses,1.0
22,2020-03-16,long,4,2020-03-16 10:36:00-04:00,7394.25,7380.75,7461.75,2020-03-16 10:36:00-04:00,7380.5,stop,50000.0,0.25,125.0,30.0,120.0,120.0,59154.0,1.18308,-13.75,-55.0,-110.0,10.0,-120.0,skip_day_after_3_losses,1.0
23,2020-03-31,long,1,2020-03-31 10:07:00-04:00,7876.25,7817.75,8168.75,2020-03-31 12:39:00-04:00,7817.5,stop,50000.0,0.25,125.0,120.0,120.0,120.0,15752.5,0.31505,-58.75,-235.0,-117.5,2.5,-120.0,skip_day_after_3_losses,1.0
24,2020-04-08,long,1,2020-04-08 11:21:00-04:00,8157.25,8100.25,8442.25,2020-04-08 16:00:00-04:00,8205.25,time_exit,50000.0,0.25,125.0,117.0,117.0,117.0,16314.5,0.32629,48.0,192.0,96.0,2.5,93.5,skip_day_after_3_losses,1.0
25,2020-04-16,long,1,2020-04-16 10:50:00-04:00,8700.0,8646.0,8970.0,2020-04-16 12:31:00-04:00,8645.75,stop,50000.0,0.25,125.0,111.0,111.0,111.0,17400.0,0.348,-54.25,-217.0,-108.5,2.5,-111.0,skip_day_after_3_losses,1.0
26,2020-04-22,long,1,2020-04-22 10:41:00-04:00,8598.75,8541.0,8887.5,2020-04-22 16:00:00-04:00,8641.25,time_exit,50000.0,0.25,125.0,118.5,118.5,118.5,17197.5,0.34395,42.5,170.0,85.0,2.5,82.5,skip_day_after_3_losses,1.0
27,2020-04-27,long,1,2020-04-27 09:58:00-04:00,8860.5,8819.0,9068.0,2020-04-27 10:59:00-04:00,8818.75,stop,50000.0,0.25,125.0,86.0,86.0,86.0,17721.0,0.35442,-41.75,-167.0,-83.5,2.5,-86.0,skip_day_after_3_losses,1.0
28,2020-05-04,long,1,2020-05-04 09:51:00-04:00,8692.75,8650.0,8906.5,2020-05-04 16:00:00-04:00,8813.25,time_exit,50000.0,0.25,125.0,88.5,88.5,88.5,17385.5,0.34771,120.5,482.0,241.0,2.5,238.5,skip_day_after_3_losses,1.0
29,2020-05-05,long,1,2020-05-05 09:49:00-04:00,8944.0,8894.5,9191.5,2020-05-05 15:37:00-04:00,8894.25,stop,50000.0,0.25,125.0,102.0,102.0,102.0,17888.0,0.35776,-49.75,-199.0,-99.5,2.5,-102.0,skip_day_after_3_losses,1.0
30,2020-05-18,long,1,2020-05-18 09:46:00-04:00,9291.5,9245.5,9521.5,2020-05-18 09:54:00-04:00,9245.25,stop,50000.0,0.25,125.0,95.0,95.0,95.0,18583.0,0.37166,-46.25,-185.0,-92.5,2.5,-95.0,skip_day_after_3_losses,1.0
31,2020-05-19,long,1,2020-05-19 09:57:00-04:00,9373.5,9313.0,9676.0,2020-05-19 15:51:00-04:00,9312.75,stop,50000.0,0.25,125.0,124.0,124.0,124.0,18747.0,0.37494,-60.75,-243.0,-121.5,2.5,-124.0,skip_day_after_3_losses,1.0
32,2020-05-20,long,1,2020-05-20 09:47:00-04:00,9442.75,9401.25,9650.25,2020-05-20 16:00:00-04:00,9483.0,time_exit,50000.0,0.25,125.0,86.0,86.0,86.0,18885.5,0.37771,40.25,161.0,80.5,2.5,78.0,skip_day_after_3_losses,1.0
33,2020-05-22,long,1,2020-05-22 09:54:00-04:00,9376.25,9319.0,9662.5,2020-05-22 16:00:00-04:00,9408.75,time_exit,50000.0,0.25,125.0,117.5,117.5,117.5,18752.5,0.37505,32.5,130.0,65.0,2.5,62.5,skip_day_after_3_losses,1.0
34,2020-05-29,long,1,2020-05-29 09:47:00-04:00,9473.25,9420.0,9739.5,2020-05-29 10:08:00-04:00,9419.75,stop,50000.0,0.25,125.0,109.5,109.5,109.5,18946.5,0.37893,-53.5,-214.0,-107.0,2.5,-109.5,skip_day_after_3_losses,1.0
35,2020-06-01,long,1,2020-06-01 09:46:00-04:00,9562.25,9505.0,9848.5,2020-06-01 16:00:00-04:00,9583.75,time_exit,50000.0,0.25,125.0,117.5,117.5,117.5,19124.5,0.38249,21.5,86.0,43.0,2.5,40.5,skip_day_after_3_losses,1.0
36,2020-06-03,long,1,2020-06-03 10:01:00-04:00,9702.25,9650.25,9962.25,2020-06-03 12:09:00-04:00,9650.0,stop,50000.0,0.25,125.0,107.0,107.0,107.0,19404.5,0.38809,-52.25,-209.0,-104.5,2.5,-107.0,skip_day_after_3_losses,1.0
37,2020-06-04,long,1,2020-06-04 09:46:00-04:00,9714.25,9669.25,9939.25,2020-06-04 11:12:00-04:00,9669.0,stop,50000.0,0.25,125.0,93.0,93.0,93.0,19428.5,0.38857,-45.25,-181.0,-90.5,2.5,-93.0,skip_day_after_3_losses,1.0
38,2020-06-09,long,1,2020-06-09 09:46:00-04:00,9903.0,9851.25,10161.75,2020-06-09 16:00:00-04:00,9962.75,time_exit,50000.0,0.25,125.0,106.5,106.5,106.5,19806.0,0.39612,59.75,239.0,119.5,2.5,117.0,skip_day_after_3_losses,1.0
39,2020-06-10,long,1,2020-06-10 10:01:00-04:00,10069.75,10022.5,10306.0,2020-06-10 10:56:00-04:00,10022.25,stop,50000.0,0.25,125.0,97.5,97.5,97.5,20139.5,0.40279,-47.5,-190.0,-95.0,2.5,-97.5,skip_day_after_3_losses,1.0
40,2020-06-16,long,1,2020-06-16 09:46:00-04:00,10006.25,9950.75,10283.75,2020-06-16 10:41:00-04:00,9950.5,stop,50000.0,0.25,125.0,114.0,114.0,114.0,20012.5,0.40025,-55.75,-223.0,-111.5,2.5,-114.0,skip_day_after_3_losses,1.0
41,2020-06-17,long,1,2020-06-17 09:48:00-04:00,10016.75,9975.5,10223.0,2020-06-17 09:57:00-04:00,9975.25,stop,50000.0,0.25,125.0,85.5,85.5,85.5,20033.5,0.40067,-41.5,-166.0,-83.0,2.5,-85.5,skip_day_after_3_losses,1.0
42,2020-06-18,long,1,2020-06-18 09:50:00-04:00,9986.5,9941.25,10212.75,2020-06-18 10:33:00-04:00,9941.0,stop,50000.0,0.25,125.0,93.5,93.5,93.5,19973.0,0.39946,-45.5,-182.0,-91.0,2.5,-93.5,skip_day_after_3_losses,1.0
43,2020-06-22,long,1,2020-06-22 09:54:00-04:00,10013.0,9974.75,10204.25,2020-06-22 16:00:00-04:00,10114.75,time_exit,50000.0,0.25,125.0,79.5,79.5,79.5,20026.0,0.40052,101.75,407.0,203.5,2.5,201.0,skip_day_after_3_losses,1.0
44,2020-06-23,long,1,2020-06-23 09:47:00-04:00,10199.5,10158.25,10405.75,2020-06-23 16:00:00-04:00,10211.25,time_exit,50000.0,0.25,125.0,85.5,85.5,85.5,20399.0,0.40798,11.75,47.0,23.5,2.5,21.0,skip_day_after_3_losses,1.0
45,2020-07-02,long,1,2020-07-02 09:57:00-04:00,10412.25,10366.0,10643.5,2020-07-02 10:29:00-04:00,10365.75,stop,50000.0,0.25,125.0,95.5,95.5,95.5,20824.5,0.41649,-46.5,-186.0,-93.0,2.5,-95.5,skip_day_after_3_losses,1.0
46,2020-07-06,long,1,2020-07-06 09:56:00-04:00,10508.0,10469.25,10701.75,2020-07-06 16:00:00-04:00,10591.75,time_exit,50000.0,0.25,125.0,80.5,80.5,80.5,21016.0,0.42032,83.75,335.0,167.5,2.5,165.0,skip_day_after_3_losses,1.0
47,2020-07-08,long,1,2020-07-08 09:49:00-04:00,10617.25,10566.0,10873.5,2020-07-08 11:18:00-04:00,10565.75,stop,50000.0,0.25,125.0,105.5,105.5,105.5,21234.5,0.42469,-51.5,-206.0,-103.0,2.5,-105.5,skip_day_after_3_losses,1.0
48,2020-07-23,long,1,2020-07-23 09:46:00-04:00,10848.75,10798.25,11101.25,2020-07-23 10:12:00-04:00,10798.0,stop,50000.0,0.25,125.0,104.0,104.0,104.0,21697.5,0.43395,-50.75,-203.0,-101.5,2.5,-104.0,skip_day_after_3_losses,1.0
49,2020-07-29,long,1,2020-07-29 10:02:00-04:00,10612.25,10575.5,10796.0,2020-07-29 16:00:00-04:00,10645.5,time_exit,50000.0,0.25,125.0,76.5,76.5,76.5,21224.5,0.42449,33.25,133.0,66.5,2.5,64.0,skip_day_after_3_losses,1.0
50,2020-08-04,long,1,2020-08-04 09:46:00-04:00,11051.75,11005.75,11281.75,2020-08-04 14:31:00-04:00,11005.5,stop,50000.0,0.25,125.0,95.0,95.0,95.0,22103.5,0.44207,-46.25,-185.0,-92.5,2.5,-95.0,skip_day_after_3_losses,1.0
51,2020-08-05,long,1,2020-08-05 09:52:00-04:00,11105.75,11064.0,11314.5,2020-08-05 16:00:00-04:00,11109.0,time_exit,50000.0,0.25,125.0,86.5,86.5,86.5,22211.5,0.44423,3.25,13.0,6.5,2.5,4.0,skip_day_after_3_losses,1.0
52,2020-08-07,long,1,2020-08-07 09:48:00-04:00,11240.75,11207.25,11408.25,2020-08-07 10:21:00-04:00,11207.0,stop,50000.0,0.25,125.0,70.0,70.0,70.0,22481.5,0.44963,-33.75,-135.0,-67.5,2.5,-70.0,skip_day_after_3_losses,1.0
53,2020-08-17,long,1,2020-08-17 09:52:00-04:00,11256.5,11221.25,11432.75,2020-08-17 16:00:00-04:00,11282.0,time_exit,50000.0,0.25,125.0,73.5,73.5,73.5,22513.0,0.45026,25.5,102.0,51.0,2.5,48.5,skip_day_after_3_losses,1.0
54,2020-08-21,long,1,2020-08-21 09:46:00-04:00,11490.0,11454.5,11667.5,2020-08-21 16:00:00-04:00,11557.75,time_exit,50000.0,0.25,125.0,74.0,74.0,74.0,22980.0,0.4596,67.75,271.0,135.5,2.5,133.0,skip_day_after_3_losses,1.0
55,2020-08-25,long,1,2020-08-25 10:17:00-04:00,11633.5,11574.25,11929.75,2020-08-25 16:00:00-04:00,11715.0,time_exit,50000.0,0.25,125.0,121.5,121.5,121.5,23267.0,0.46534,81.5,326.0,163.0,2.5,160.5,skip_day_after_3_losses,1.0
56,2020-08-28,long,1,2020-08-28 10:00:00-04:00,12006.25,11972.5,12175.0,2020-08-28 10:36:00-04:00,11972.25,stop,50000.0,0.25,125.0,70.5,70.5,70.5,24012.5,0.48025,-34.0,-136.0,-68.0,2.5,-70.5,skip_day_after_3_losses,1.0
57,2020-08-31,long,1,2020-08-31 09:50:00-04:00,12042.75,11992.5,12294.0,2020-08-31 16:00:00-04:00,12102.75,time_exit,50000.0,0.25,125.0,103.5,103.5,103.5,24085.5,0.48171,60.0,240.0,120.0,2.5,117.5,skip_day_after_3_losses,1.0
58,2020-09-15,long,1,2020-09-15 09:54:00-04:00,11462.5,11414.0,11705.0,2020-09-15 10:24:00-04:00,11413.75,stop,50000.0,0.25,125.0,100.0,100.0,100.0,22925.0,0.4585,-48.75,-195.0,-97.5,2.5,-100.0,skip_day_after_3_losses,1.0
59,2020-09-29,long,1,2020-09-29 10:12:00-04:00,11385.5,11327.75,11674.25,2020-09-29 10:34:00-04:00,11327.5,stop,50000.0,0.25,125.0,118.5,118.5,118.5,22771.0,0.45542,-58.0,-232.0,-116.0,2.5,-118.5,skip_day_after_3_losses,1.0
60,2020-10-01,long,1,2020-10-01 14:37:00-04:00,11569.0,11531.75,11755.25,2020-10-01 16:00:00-04:00,11571.75,time_exit,50000.0,0.25,125.0,77.5,77.5,77.5,23138.0,0.46276,2.75,11.0,5.5,2.5,3.0,skip_day_after_3_losses,1.0
61,2020-10-05,long,1,2020-10-05 10:01:00-04:00,11381.25,11320.75,11683.75,2020-10-05 16:00:00-04:00,11477.75,time_exit,50000.0,0.25,125.0,124.0,124.0,124.0,22762.5,0.45525,96.5,386.0,193.0,2.5,190.5,skip_day_after_3_losses,1.0
62,2020-10-06,long,1,2020-10-06 10:04:00-04:00,11480.0,11435.75,11701.25,2020-10-06 10:44:00-04:00,11435.5,stop,50000.0,0.25,125.0,91.5,91.5,91.5,22960.0,0.4592,-44.5,-178.0,-89.0,2.5,-91.5,skip_day_after_3_losses,1.0
63,2020-10-07,long,1,2020-10-07 12:32:00-04:00,11439.0,11384.5,11711.5,2020-10-07 16:00:00-04:00,11470.0,time_exit,50000.0,0.25,125.0,112.0,112.0,112.0,22878.0,0.45756,31.0,124.0,62.0,2.5,59.5,skip_day_after_3_losses,1.0
64,2020-10-09,long,1,2020-10-09 09:55:00-04:00,11633.25,11587.5,11862.0,2020-10-09 16:00:00-04:00,11722.0,time_exit,50000.0,0.25,125.0,94.5,94.5,94.5,23266.5,0.46533,88.75,355.0,177.5,2.5,175.0,skip_day_after_3_losses,1.0
65,2020-10-16,long,1,2020-10-16 10:01:00-04:00,11972.25,11926.0,12203.5,2020-10-16 11:10:00-04:00,11925.75,stop,50000.0,0.25,125.0,95.5,95.5,95.5,23944.5,0.47889,-46.5,-186.0,-93.0,2.5,-95.5,skip_day_after_3_losses,1.0
66,2020-11-03,long,1,2020-11-03 09:46:00-05:00,11154.75,11100.75,11424.75,2020-11-03 16:00:00-05:00,11239.25,time_exit,50000.0,0.25,125.0,111.0,111.0,111.0,22309.5,0.44619,84.5,338.0,169.0,2.5,166.5,skip_day_after_3_losses,1.0
67,2020-11-19,long,1,2020-11-19 09:50:00-05:00,11895.75,11841.0,12169.5,2020-11-19 16:00:00-05:00,11985.25,time_exit,50000.0,0.25,125.0,112.5,112.5,112.5,23791.5,0.47583,89.5,358.0,179.0,2.5,176.5,skip_day_after_3_losses,1.0
68,2020-11-23,long,1,2020-11-23 09:46:00-05:00,11991.5,11945.0,12224.0,2020-11-23 10:06:00-05:00,11944.75,stop,50000.0,0.25,125.0,96.0,96.0,96.0,23983.0,0.47966,-46.75,-187.0,-93.5,2.5,-96.0,skip_day_after_3_losses,1.0
69,2020-12-01,long,1,2020-12-01 09:53:00-05:00,12388.5,12333.5,12663.5,2020-12-01 16:00:00-05:00,12456.0,time_exit,50000.0,0.25,125.0,113.0,113.0,113.0,24777.0,0.49554,67.5,270.0,135.0,2.5,132.5,skip_day_after_3_losses,1.0
70,2020-12-03,long,1,2020-12-03 10:04:00-05:00,12513.0,12463.0,12763.0,2020-12-03 11:09:00-05:00,12462.75,stop,50000.0,0.25,125.0,103.0,103.0,103.0,25026.0,0.50052,-50.25,-201.0,-100.5,2.5,-103.0,skip_day_after_3_losses,1.0
71,2020-12-04,long,1,2020-12-04 09:48:00-05:00,12496.0,12448.0,12736.0,2020-12-04 16:00:00-05:00,12531.0,time_exit,50000.0,0.25,125.0,99.0,99.0,99.0,24992.0,0.49984,35.0,140.0,70.0,2.5,67.5,skip_day_after_3_losses,1.0
72,2020-12-07,long,1,2020-12-07 09:59:00-05:00,12585.25,12525.5,12884.0,2020-12-07 16:00:00-05:00,12590.75,time_exit,50000.0,0.25,125.0,122.5,122.5,122.5,25170.5,0.50341,5.5,22.0,11.0,2.5,8.5,skip_day_after_3_losses,1.0
73,2020-12-22,long,1,2020-12-22 09:49:00-05:00,12724.25,12678.25,12954.25,2020-12-22 11:01:00-05:00,12678.0,stop,50000.0,0.25,125.0,95.0,95.0,95.0,25448.5,0.50897,-46.25,-185.0,-92.5,2.5,-95.0,skip_day_after_3_losses,1.0
74,2020-12-31,long,1,2020-12-31 16:00:00-05:00,12869.75,12823.25,13102.25,2020-12-31 16:00:00-05:00,12891.0,time_exit,50000.0,0.25,125.0,96.0,96.0,96.0,25739.5,0.51479,21.25,85.0,42.5,2.5,40.0,skip_day_after_3_losses,1.0
75,2021-01-13,long,1,2021-01-13 09:51:00-05:00,12920.25,12863.5,13204.0,2021-01-13 16:00:00-05:00,12966.0,time_exit,50000.0,0.25,125.0,116.5,116.5,116.5,25840.5,0.51681,45.75,183.0,91.5,2.5,89.0,skip_day_after_3_losses,1.0
76,2021-01-22,long,1,2021-01-22 09:46:00-05:00,13371.0,13327.25,13589.75,2021-01-22 10:38:00-05:00,13327.0,stop,50000.0,0.25,125.0,90.5,90.5,90.5,26742.0,0.53484,-44.0,-176.0,-88.0,2.5,-90.5,skip_day_after_3_losses,1.0
77,2021-02-01,long,1,2021-02-01 10:43:00-05:00,13104.25,13046.75,13391.75,2021-02-01 11:01:00-05:00,13046.5,stop,50000.0,0.25,125.0,118.0,118.0,118.0,26208.5,0.52417,-57.75,-231.0,-115.5,2.5,-118.0,skip_day_after_3_losses,1.0
78,2021-02-08,long,1,2021-02-08 10:05:00-05:00,13675.0,13632.0,13890.0,2021-02-08 11:29:00-05:00,13631.75,stop,50000.0,0.25,125.0,89.0,89.0,89.0,27350.0,0.547,-43.25,-173.0,-86.5,2.5,-89.0,skip_day_after_3_losses,1.0
79,2021-02-09,long,1,2021-02-09 09:46:00-05:00,13686.0,13644.5,13893.5,2021-02-09 16:00:00-05:00,13686.25,time_exit,50000.0,0.25,125.0,86.0,86.0,86.0,27372.0,0.54744,0.25,1.0,0.5,2.5,-2.0,skip_day_after_3_losses,1.0
80,2021-02-12,long,1,2021-02-12 09:47:00-05:00,13704.25,13645.5,13998.0,2021-02-12 16:00:00-05:00,13810.25,time_exit,50000.0,0.25,125.0,120.5,120.5,120.5,27408.5,0.54817,106.0,424.0,212.0,2.5,209.5,skip_day_after_3_losses,1.0
81,2021-02-16,long,1,2021-02-16 09:48:00-05:00,13861.5,13811.0,14114.0,2021-02-16 11:08:00-05:00,13810.75,stop,50000.0,0.25,125.0,104.0,104.0,104.0,27723.0,0.55446,-50.75,-203.0,-101.5,2.5,-104.0,skip_day_after_3_losses,1.0
82,2021-03-23,long,1,2021-03-23 10:11:00-04:00,13126.25,13066.25,13426.25,2021-03-23 10:34:00-04:00,13066.0,stop,50000.0,0.25,125.0,123.0,123.0,123.0,26252.5,0.52505,-60.25,-241.0,-120.5,2.5,-123.0,skip_day_after_3_losses,1.0
83,2021-04-01,long,1,2021-04-01 10:09:00-04:00,13296.0,13241.0,13571.0,2021-04-01 16:00:00-04:00,13318.75,time_exit,50000.0,0.25,125.0,113.0,113.0,113.0,26592.0,0.53184,22.75,91.0,45.5,2.5,43.0,skip_day_after_3_losses,1.0
84,2021-04-05,long,1,2021-04-05 09:46:00-04:00,13456.0,13408.75,13692.25,2021-04-05 16:00:00-04:00,13583.25,time_exit,50000.0,0.25,125.0,97.5,97.5,97.5,26912.0,0.53824,127.25,509.0,254.5,2.5,252.0,skip_day_after_3_losses,1.0
85,2021-04-06,long,1,2021-04-06 09:55:00-04:00,13590.25,13538.25,13850.25,2021-04-06 16:00:00-04:00,13574.0,time_exit,50000.0,0.25,125.0,107.0,107.0,107.0,27180.5,0.54361,-16.25,-65.0,-32.5,2.5,-35.0,skip_day_after_3_losses,1.0
86,2021-04-07,long,1,2021-04-07 09:46:00-04:00,13563.25,13512.5,13817.0,2021-04-07 16:00:00-04:00,13608.0,time_exit,50000.0,0.25,125.0,104.5,104.5,104.5,27126.5,0.54253,44.75,179.0,89.5,2.5,87.0,skip_day_after_3_losses,1.0
