variant_name,family,description,calibration_scope,parameters_json,note,verdict,screening_score,validation_score,structurally_identical_to_baseline,overall_net_pnl,overall_sharpe,overall_sortino,overall_profit_factor,overall_expectancy,overall_max_drawdown,overall_n_trades,overall_hit_rate,overall_avg_win,overall_avg_loss,overall_n_days_traded,overall_pct_days_traded,overall_avg_trades_per_day,overall_mean_daily_pnl,overall_median_daily_pnl,overall_worst_day,overall_pct_days_gt_plus_1r,overall_pct_days_lt_minus_1r,overall_longest_losing_streak_daily,overall_longest_losing_streak_trade,overall_cut_day_freq,overall_hard_loss_cap_freq,overall_profit_lock_freq,overall_giveback_freq,overall_daily_loss_limit_breach_freq,overall_expected_profit_per_trading_day,is_net_pnl,is_sharpe,is_sortino,is_profit_factor,is_expectancy,is_max_drawdown,is_n_trades,is_hit_rate,is_avg_win,is_avg_loss,is_n_days_traded,is_pct_days_traded,is_avg_trades_per_day,is_mean_daily_pnl,is_median_daily_pnl,is_worst_day,is_pct_days_gt_plus_1r,is_pct_days_lt_minus_1r,is_longest_losing_streak_daily,is_longest_losing_streak_trade,is_cut_day_freq,is_hard_loss_cap_freq,is_profit_lock_freq,is_giveback_freq,is_daily_loss_limit_breach_freq,is_expected_profit_per_trading_day,oos_net_pnl,oos_sharpe,oos_sortino,oos_profit_factor,oos_expectancy,oos_max_drawdown,oos_n_trades,oos_hit_rate,oos_avg_win,oos_avg_loss,oos_n_days_traded,oos_pct_days_traded,oos_avg_trades_per_day,oos_mean_daily_pnl,oos_median_daily_pnl,oos_worst_day,oos_pct_days_gt_plus_1r,oos_pct_days_lt_minus_1r,oos_longest_losing_streak_daily,oos_longest_losing_streak_trade,oos_cut_day_freq,oos_hard_loss_cap_freq,oos_profit_lock_freq,oos_giveback_freq,oos_daily_loss_limit_breach_freq,oos_expected_profit_per_trading_day,is_net_pnl_retention_vs_baseline,is_sharpe_delta_vs_baseline,is_profit_factor_delta_vs_baseline,is_expectancy_delta_vs_baseline,is_max_drawdown_improvement_vs_baseline,is_worst_day_improvement_vs_baseline,is_daily_loss_limit_breach_reduction_vs_baseline,is_cut_day_freq_delta_vs_baseline,oos_net_pnl_retention_vs_baseline,oos_sharpe_delta_vs_baseline,oos_profit_factor_delta_vs_baseline,oos_expectancy_delta_vs_baseline,oos_max_drawdown_improvement_vs_baseline,oos_worst_day_improvement_vs_baseline,oos_daily_loss_limit_breach_reduction_vs_baseline,oos_cut_day_freq_delta_vs_baseline
combo_loss_0p75__profit_1p0,block_1_hard_cap,Combine hard loss cap -0.75R and profit lock +1.00R.,is_only_grid_screening,"{""continue_only_if_first_trade_wins"": false, ""defensive_after_consecutive_losses"": null, ""defensive_after_total_losses"": null, ""defensive_multiplier"": 0.5, ""giveback_activation"": null, ""giveback_locked_profit_only"": true, ""giveback_threshold"": null, ""halt_after_consecutive_losses"": null, ""halt_after_total_losses"": null, ""hard_loss_cap"": -0.75, ""hard_profit_lock"": 1.0, ""max_trades_per_day"": null, ""threshold_unit"": ""R""}",,is_only,1.621224105627739,-0.9681428934556626,False,12602.83999999999,0.7988289716130178,0.6968973695784056,1.1503499022945862,11.113615520282178,-2289.879999999992,1134,0.5061728395061729,167.98996515679443,-149.68464285714285,1134,0.6491127647395535,0.6491127647395535,7.213989696622777,0.0,-461.74,0.21064682312535776,0.011448196908986834,7,11,0.4653692043503148,0.2552947910704064,0.21007441327990842,0.0,0.0,11.113615520282178,7471.6999999999925,0.6986075219826992,0.614240911915973,1.1297299418379538,9.398364779874205,-2155.379999999981,795,0.4981132075471698,164.30797979797978,-144.3465162907268,795,0.6505728314238952,0.6505728314238952,6.114320785597376,0.0,-372.24,0.20867430441898527,0.00900163666121113,7,11,0.47545008183306053,0.26759410801963995,0.2078559738134206,0.0,0.0,9.398364779874205,5131.139999999997,1.0132233113201692,0.8667580144541338,1.1956274586204503,15.136106194690255,-2289.879999999992,339,0.5250737463126843,176.18134831460674,-162.91391304347826,339,0.6457142857142857,0.6457142857142857,9.773599999999993,0.0,-461.74,0.21523809523809523,0.017142857142857144,5,5,0.4419047619047619,0.22666666666666666,0.21523809523809523,0.0,0.0,15.136106194690255,1.1159786115425976,0.16841937552942932,0.025357433374601834,0.9767295597484278,0.2064839631255042,0.2399232245681382,0.0,0.47545008183306053,0.5387227233785212,-0.6137069315155472,-0.15994575079078022,-12.960176991150446,0.32857938718662977,-0.042914577404345663,0.0,0.4419047619047619
state_machine_a,block_4_state_machine,"Simple daily state machine: neutral -> defensive after a loss, locked_profit on profit lock / giveback, halted on hard daily stop.",is_only_grid_screening,"{""continue_only_if_first_trade_wins"": false, ""defensive_after_consecutive_losses"": null, ""defensive_after_total_losses"": 1, ""defensive_multiplier"": 0.5, ""giveback_activation"": 1.0, ""giveback_locked_profit_only"": true, ""giveback_threshold"": 0.5, ""halt_after_consecutive_losses"": null, ""halt_after_total_losses"": 2, ""hard_loss_cap"": -0.5, ""hard_profit_lock"": 1.0, ""max_trades_per_day"": null, ""threshold_unit"": ""R""}",,is_only,1.6007273609155916,-0.27538511540173627,False,11412.839999999991,0.8255791372495123,0.8696993628999928,1.1577405345368572,10.064232804232796,-2213.3599999999915,1134,0.42504409171075835,173.78593360995853,-110.96929447852763,1134,0.6491127647395535,0.6491127647395535,6.532821980538061,0.0,-307.74,0.17859187178019462,0.0017172295363480253,7,11,0.5437893531768746,0.35031482541499714,0.17801946193474527,0.015455065827132226,0.0,10.064232804232796,6654.699999999993,0.7059639766230507,0.7509063028530815,1.1329329384517717,8.370691823899362,-2213.3599999999915,795,0.4125786163522013,172.91243902439024,-107.19610278372592,795,0.6505728314238952,0.6505728314238952,5.44574468085106,0.0,-275.74,0.17921440261865793,0.0024549918166939444,7,11,0.5515548281505729,0.3617021276595745,0.1783960720130933,0.011456628477905073,0.0,8.370691823899362,4758.139999999997,1.0846331183802953,1.114835030312651,1.2134518244704235,14.035811209439519,-1953.179999999993,339,0.45427728613569324,175.64636363636365,-120.49405405405406,339,0.6457142857142857,0.6457142857142857,9.063123809523805,0.0,-307.74,0.17714285714285713,0.0,6,6,0.5257142857142857,0.3238095238095238,0.17714285714285713,0.024761904761904763,0.0,14.035811209439519,0.9939508901899868,0.17577583016978082,0.028560429988419678,-0.050943396226415416,0.1851382793862137,0.4369665536815453,0.0,0.5515548281505729,0.49956113826874277,-0.5422971244554211,-0.14212138494080695,-14.060471976401182,0.4273039143820556,0.3049193657677192,0.0,0.5257142857142857
state_machine_b,block_4_state_machine,"Simple daily state machine: neutral -> defensive after a loss, locked_profit on profit lock / giveback, halted on hard daily stop.",is_only_grid_screening,"{""continue_only_if_first_trade_wins"": false, ""defensive_after_consecutive_losses"": null, ""defensive_after_total_losses"": 1, ""defensive_multiplier"": 0.5, ""giveback_activation"": 1.25, ""giveback_locked_profit_only"": true, ""giveback_threshold"": 0.5, ""halt_after_consecutive_losses"": null, ""halt_after_total_losses"": 2, ""hard_loss_cap"": -0.75, ""hard_profit_lock"": 1.25, ""max_trades_per_day"": null, ""threshold_unit"": ""R""}",,is_only,1.5550682676691572,-0.4187651146042262,False,13491.83999999999,0.8166729735187618,0.7519215814370768,1.1569700192084627,11.897566137566129,-2188.379999999992,1134,0.48853615520282184,179.5009747292419,-148.19258620689655,1134,0.6491127647395535,0.6491127647395535,7.72286204922724,0.0,-461.74,0.15855752718946767,0.012020606754436176,8,11,0.41957641671436746,0.2615912993703492,0.14882655981682885,0.009158557527189467,0.0,11.897566137566129,7337.199999999993,0.6561310052901222,0.6084051132387519,1.1238093148909671,9.2291823899371,-2188.379999999992,795,0.4779874213836478,175.26131578947366,-142.80024096385543,795,0.6505728314238952,0.6505728314238952,6.004255319148931,0.0,-372.24,0.1530278232405892,0.009819967266775777,8,11,0.4288052373158756,0.27495908346972175,0.1432078559738134,0.010638297872340425,0.0,9.2291823899371,6154.639999999997,1.1575567958448503,1.0449903517015726,1.2306006834122651,18.15528023598819,-2134.179999999993,339,0.5132743362831859,188.75999999999993,-161.7551515151515,339,0.6457142857142857,0.6457142857142857,11.723123809523804,0.0,-461.74,0.17142857142857143,0.017142857142857144,5,5,0.3980952380952381,0.23047619047619047,0.1619047619047619,0.005714285714285714,0.0,18.15528023598819,1.095889592543912,0.1259428588368524,0.01943680642761514,0.8075471698113219,0.19433481577475062,0.2399232245681382,0.0,0.4288052373158756,0.6461808530296156,-0.46937344699086614,-0.12497252599896536,-9.94100294985251,0.3742325172262132,-0.042914577404345663,0.0,0.3980952380952381
combo_loss_0p5__profit_1p0,block_1_hard_cap,Combine hard loss cap -0.50R and profit lock +1.00R.,is_only_grid_screening,"{""continue_only_if_first_trade_wins"": false, ""defensive_after_consecutive_losses"": null, ""defensive_after_total_losses"": null, ""defensive_multiplier"": 0.5, ""giveback_activation"": null, ""giveback_locked_profit_only"": true, ""giveback_threshold"": null, ""halt_after_consecutive_losses"": null, ""halt_after_total_losses"": null, ""hard_loss_cap"": -0.5, ""hard_profit_lock"": 1.0, ""max_trades_per_day"": null, ""threshold_unit"": ""R""}",,is_only,1.504388617098648,-0.08101441049385494,False,11768.33999999999,0.8441787720899355,0.8978403584561964,1.1615749422188562,10.377724867724858,-2307.03999999999,1134,0.42063492063492064,177.36587002096437,-110.86024353120244,1134,0.6491127647395535,0.6491127647395535,6.736313680595302,0.0,-307.74,0.18603319977103605,0.0017172295363480253,7,11,0.5380652547223812,0.3526044647967945,0.18546078992558673,0.0,0.0,10.377724867724858,6601.199999999993,0.6984821852872429,0.7459841940321794,1.1312084085325615,8.303396226415087,-2307.03999999999,795,0.4088050314465409,175.11384615384614,-107.04425531914895,795,0.6505728314238952,0.6505728314238952,5.401963993453351,0.0,-275.74,0.18412438625204583,0.0024549918166939444,7,11,0.546644844517185,0.36333878887070375,0.18330605564648117,0.0,0.0,8.303396226415087,5167.139999999997,1.154998451842444,1.2116804775617354,1.2294020967502766,15.242300884955743,-1946.679999999993,339,0.44837758112094395,182.18105263157892,-120.45122994652407,339,0.6457142857142857,0.6457142857142857,9.842171428571424,0.0,-307.74,0.19047619047619047,0.0,6,6,0.518095238095238,0.32761904761904764,0.19047619047619047,0.0,0.0,15.242300884955743,0.9859600908113275,0.1682940388339731,0.02683590006920955,-0.11823899371069047,0.15064942714929852,0.4369665536815453,0.0,0.546644844517185,0.5425023937912612,-0.4719317909932723,-0.12617111266095393,-12.853982300884958,0.42920979328544223,0.3049193657677192,0.0,0.518095238095238
hard_loss_cap_r_0p75,block_1_hard_cap,Exit and halt the day once mark-to-market day PnL reaches -0.75R.,is_only_grid_screening,"{""continue_only_if_first_trade_wins"": false, ""defensive_after_consecutive_losses"": null, ""defensive_after_total_losses"": null, ""defensive_multiplier"": 0.5, ""giveback_activation"": null, ""giveback_locked_profit_only"": true, ""giveback_threshold"": null, ""halt_after_consecutive_losses"": null, ""halt_after_total_losses"": null, ""hard_loss_cap"": -0.75, ""hard_profit_lock"": null, ""max_trades_per_day"": null, ""threshold_unit"": ""R""}",,is_only,1.347317573368154,-0.3464309475929226,False,13864.33999999999,0.7849595502028903,0.7822603961485615,1.158146897800644,12.22604938271604,-2669.999999999989,1134,0.4691358024691358,190.8492857142857,-145.62704318936878,1134,0.6491127647395535,0.6491127647395535,7.9360847166571205,0.0,-461.74,0.12020606754436176,0.012020606754436176,8,11,0.2678878076702919,0.2678878076702919,0.0,0.0,0.0,12.22604938271604,6836.699999999993,0.57164597456065,0.5747029954859103,1.1126896002895739,8.599622641509425,-2138.559999999985,795,0.45534591194968554,186.47823204419888,-140.11182448036953,795,0.6505728314238952,0.6505728314238952,5.594680851063824,0.0,-372.24,0.11538461538461539,0.009819967266775777,8,11,0.2823240589198036,0.2823240589198036,0.0,0.0,0.0,8.599622641509425,7027.639999999997,1.2374478873154824,1.2029995708717542,1.26029202498161,20.730501474926243,-2669.999999999989,339,0.5014749262536873,200.15705882352938,-159.75775147928996,339,0.6457142857142857,0.6457142857142857,13.385980952380946,0.0,-461.74,0.13142857142857142,0.017142857142857144,5,5,0.2342857142857143,0.2342857142857143,0.0,0.0,0.0,20.730501474926243,1.0211345441510336,0.04145782810738019,0.008317091826221867,0.17798742138364787,0.21267634671458177,0.2399232245681382,0.0,0.2823240589198036,0.7378378605385609,-0.389482355520234,-0.09528118442962041,-7.365781710914458,0.21712358891658184,-0.042914577404345663,0.0,0.2342857142857143
state_machine_c,block_4_state_machine,"Simple daily state machine: neutral -> defensive after a loss, locked_profit on profit lock / giveback, halted on hard daily stop.",is_only_grid_screening,"{""continue_only_if_first_trade_wins"": false, ""defensive_after_consecutive_losses"": null, ""defensive_after_total_losses"": 1, ""defensive_multiplier"": 0.5, ""giveback_activation"": 1.5, ""giveback_locked_profit_only"": true, ""giveback_threshold"": 0.75, ""halt_after_consecutive_losses"": null, ""halt_after_total_losses"": 2, ""hard_loss_cap"": -0.75, ""hard_profit_lock"": 1.5, ""max_trades_per_day"": null, ""threshold_unit"": ""R""}",,is_only,1.3318568884539588,-0.48663413569931335,False,13008.33999999999,0.7664720160157004,0.7301487202424286,1.1495979774440481,11.471199294532619,-2341.499999999989,1134,0.47707231040564374,184.77571164510167,-146.63629005059022,1134,0.6491127647395535,0.6491127647395535,7.4461018889524855,0.0,-461.74,0.1345163136805953,0.012020606754436176,8,11,0.3720663995420721,0.2644533485975959,0.10131654264453349,0.006296508299942759,0.0,11.471199294532619,6716.6999999999925,0.5830714217287749,0.5616230141518991,1.1117750274416036,8.44867924528301,-2079.819999999997,795,0.4641509433962264,181.0513279132791,-141.05924882629108,795,0.6505728314238952,0.6505728314238952,5.496481178396067,0.0,-372.24,0.12929623567921442,0.009819967266775777,8,11,0.37970540098199673,0.27823240589198034,0.09492635024549918,0.006546644844517185,0.0,8.44867924528301,6291.639999999997,1.158048350035375,1.0720285617396648,1.2342026974309186,18.559410029498515,-2341.499999999989,339,0.5073746312684366,192.76581395348833,-160.86275449101797,339,0.6457142857142857,0.6457142857142857,11.984076190476184,0.0,-461.74,0.14666666666666667,0.017142857142857144,5,5,0.35428571428571426,0.23238095238095238,0.11619047619047619,0.005714285714285714,0.0,18.559410029498515,1.0032112558250685,0.05288327527550507,0.007402518978251615,0.02704402515723281,0.23430182899891155,0.2399232245681382,0.0,0.37970540098199673,0.6605645987669874,-0.4688818928003413,-0.1213705119803119,-9.536873156342185,0.3134437765723511,-0.042914577404345663,0.0,0.35428571428571426
combo_loss_0p75__profit_1p5,block_1_hard_cap,Combine hard loss cap -0.75R and profit lock +1.50R.,is_only_grid_screening,"{""continue_only_if_first_trade_wins"": false, ""defensive_after_consecutive_losses"": null, ""defensive_after_total_losses"": null, ""defensive_multiplier"": 0.5, ""giveback_activation"": null, ""giveback_locked_profit_only"": true, ""giveback_threshold"": null, ""halt_after_consecutive_losses"": null, ""halt_after_total_losses"": null, ""hard_loss_cap"": -0.75, ""hard_profit_lock"": 1.5, ""max_trades_per_day"": null, ""threshold_unit"": ""R""}",,is_only,1.3184572455196861,-0.32806734669246623,False,13219.83999999999,0.7763647742048931,0.7429729875800688,1.1517658782092786,11.657707231040554,-2341.499999999989,1134,0.47530864197530864,186.13476808905384,-146.39798319327733,1134,0.6491127647395535,0.6491127647395535,7.567166571265021,0.0,-461.74,0.13737836290784203,0.012020606754436176,8,11,0.3680595306239267,0.2650257584430452,0.10303377218088151,0.0,0.0,11.657707231040554,6587.1999999999925,0.5707251695545507,0.5517524880496384,1.1093443323940217,8.285786163522003,-2013.8599999999915,795,0.46163522012578617,182.0978746594005,-140.75401869158878,795,0.6505728314238952,0.6505728314238952,5.390507364975445,0.0,-372.24,0.1309328968903437,0.009819967266775777,8,11,0.37479541734860883,0.279050736497545,0.09574468085106383,0.0,0.0,8.285786163522003,6632.639999999997,1.2137399848427421,1.1301313361439893,1.2468962272298172,19.565309734513264,-2341.499999999989,339,0.5073746312684366,194.74837209302316,-160.86275449101797,339,0.6457142857142857,0.6457142857142857,12.633599999999994,0.0,-461.74,0.1523809523809524,0.017142857142857144,5,5,0.3523809523809524,0.23238095238095238,0.12,0.0,0.0,19.565309734513264,0.9838690405066315,0.04053702310128082,0.00497182393066975,-0.13584905660377444,0.2585853974611997,0.2399232245681382,0.0,0.37479541734860883,0.6963664768432191,-0.41319025799297426,-0.1086769821814133,-8.530973451327437,0.3134437765723511,-0.042914577404345663,0.0,0.3523809523809524
combo_loss_0p5__profit_1p5,block_1_hard_cap,Combine hard loss cap -0.50R and profit lock +1.50R.,is_only_grid_screening,"{""continue_only_if_first_trade_wins"": false, ""defensive_after_consecutive_losses"": null, ""defensive_after_total_losses"": null, ""defensive_multiplier"": 0.5, ""giveback_activation"": null, ""giveback_locked_profit_only"": true, ""giveback_threshold"": null, ""halt_after_consecutive_losses"": null, ""halt_after_total_losses"": null, ""hard_loss_cap"": -0.5, ""hard_profit_lock"": 1.5, ""max_trades_per_day"": null, ""threshold_unit"": ""R""}",,defensive_but_costly,1.1535301544273786,0.7383699668840832,False,12612.839999999991,0.829964318698382,0.9746423650420067,1.1673626376251058,11.122433862433855,-2267.3599999999915,1134,0.390652557319224,198.58957110609487,-109.06272069464544,1134,0.6491127647395535,0.6491127647395535,7.219713795077271,0.0,-307.74,0.12192329708070979,0.0017172295363480253,8,15,0.4585002862049227,0.3663423010875787,0.09215798511734402,0.0,0.0,11.122433862433855,5889.199999999994,0.5722138904917998,0.6756603419262499,1.1123030282458557,7.4077987421383575,-2267.3599999999915,795,0.3723270440251572,197.0589864864865,-105.0907014028056,795,0.6505728314238952,0.6505728314238952,4.819312602291322,0.0,-275.74,0.11620294599018004,0.0024549918166939444,8,15,0.4664484451718494,0.381342062193126,0.0851063829787234,0.0,0.0,7.4077987421383575,6723.639999999997,1.3768875318660627,1.5853773105475861,1.2933259110866029,19.833746312684355,-1760.6199999999917,339,0.4336283185840708,201.67156462585035,-119.38583333333334,339,0.6457142857142857,0.6457142857142857,12.806933333333326,0.0,-307.74,0.13523809523809524,0.0,6,6,0.44,0.3314285714285714,0.10857142857142857,0.0,0.0,19.833746312684355,0.879615246743936,0.04202574403852999,0.007930519782503698,-1.0138364779874198,0.1652578564486235,0.4369665536815453,0.0,0.4664484451718494,0.7059206437198675,-0.2500427109696537,-0.06224729832462761,-8.262536873156346,0.4837648438645368,0.3049193657677192,0.0,0.44
hard_loss_cap_r_0p5,block_1_hard_cap,Exit and halt the day once mark-to-market day PnL reaches -0.50R.,is_only_grid_screening,"{""continue_only_if_first_trade_wins"": false, ""defensive_after_consecutive_losses"": null, ""defensive_after_total_losses"": null, ""defensive_multiplier"": 0.5, ""giveback_activation"": null, ""giveback_locked_profit_only"": true, ""giveback_threshold"": null, ""halt_after_consecutive_losses"": null, ""halt_after_total_losses"": null, ""hard_loss_cap"": -0.5, ""hard_profit_lock"": null, ""max_trades_per_day"": null, ""threshold_unit"": ""R""}",,defensive_but_costly,0.9389431585755413,0.6559675942735377,False,12809.839999999991,0.8088602602882685,0.9935660903228037,1.1688732519884053,11.296155202821861,-2531.999999999951,1134,0.3835978835978836,203.82666666666668,-108.51896995708154,1134,0.6491127647395535,0.6491127647395535,7.33247853463079,0.0,-307.74,0.10646823125357756,0.0017172295363480253,8,15,0.3697767601602748,0.3697767601602748,0.0,0.0,0.0,11.296155202821861,5853.699999999995,0.546115832770438,0.6739149979287856,1.1107906207356013,7.363144654088044,-2531.999999999951,795,0.36477987421383645,202.37724137931036,-104.62514851485147,795,0.6505728314238952,0.6505728314238952,4.790261865793777,0.0,-275.74,0.10310965630114566,0.0024549918166939444,8,15,0.38543371522094927,0.38543371522094927,0.0,0.0,0.0,7.363144654088044,6956.139999999997,1.3653619206405567,1.6470320518323942,1.302190445656773,20.51958702064896,-2054.999999999989,339,0.4277286135693215,206.72551724137932,-118.65494845360826,339,0.6457142857142857,0.6457142857142857,13.249790476190473,0.0,-307.74,0.11428571428571428,0.0,6,6,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,20.51958702064896,0.8743129406141715,0.01592768631716812,0.00641811227224931,-1.058490566037733,0.06782905781523346,0.4369665536815453,0.0,0.38543371522094927,0.73033101513548,-0.2615683221951597,-0.053382763754457496,-7.576696165191741,0.39744905439085304,0.3049193657677192,0.0,0.3333333333333333
