session_date,phase,selected_by_ensemble,feature_name,bucket_label,risk_multiplier,skip_trade
2019-05-07,is,True,realized_vol_ratio_15_60,high,0.75,False
2019-05-09,is,True,realized_vol_ratio_15_60,high,0.75,False
2019-05-13,is,True,realized_vol_ratio_15_60,high,0.75,False
2019-05-20,is,True,realized_vol_ratio_15_60,low,0.5,False
2019-06-03,is,True,realized_vol_ratio_15_60,high,0.75,False
2019-06-18,is,True,realized_vol_ratio_15_60,low,0.5,False
2019-08-02,is,True,realized_vol_ratio_15_60,low,0.5,False
2019-08-06,is,True,realized_vol_ratio_15_60,low,0.5,False
2019-08-07,is,True,realized_vol_ratio_15_60,mid,1.0,False
2019-08-13,is,True,realized_vol_ratio_15_60,low,0.5,False
2019-08-14,is,True,realized_vol_ratio_15_60,low,0.5,False
2019-08-23,is,True,realized_vol_ratio_15_60,high,0.75,False
2019-09-03,is,True,realized_vol_ratio_15_60,high,0.75,False
2019-10-03,is,True,realized_vol_ratio_15_60,high,0.75,False
2019-10-04,is,True,realized_vol_ratio_15_60,low,0.5,False
2019-12-12,is,True,realized_vol_ratio_15_60,low,0.5,False
2019-12-13,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-01-31,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-02-05,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-02-21,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-02-25,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-02-26,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-02-27,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-03-04,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-03-05,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-03-06,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-03-10,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-03-11,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-03-24,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-03-27,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-03-30,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-03-31,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-04-01,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-04-02,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-04-03,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-04-06,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-04-07,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-04-08,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-04-09,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-04-13,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-04-14,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-04-16,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-04-17,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-04-20,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-04-21,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-04-22,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-04-23,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-04-27,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-04-28,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-04-29,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-04-30,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-05-01,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-05-04,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-05-06,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-05-07,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-05-13,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-05-14,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-05-15,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-05-18,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-05-19,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-05-21,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-05-27,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-05-28,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-05-29,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-06-01,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-06-03,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-06-08,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-06-09,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-06-10,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-06-11,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-06-12,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-06-15,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-06-16,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-06-17,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-06-18,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-06-22,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-06-24,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-06-26,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-06-29,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-06-30,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-07-01,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-07-02,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-07-06,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-07-07,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-07-08,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-07-09,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-07-10,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-07-13,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-07-15,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-07-16,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-07-17,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-07-20,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-07-21,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-07-22,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-07-23,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-07-24,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-07-27,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-07-29,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-07-30,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-07-31,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-08-03,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-08-04,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-08-05,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-08-10,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-08-11,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-08-12,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-08-13,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-08-14,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-08-18,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-08-21,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-08-24,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-08-25,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-08-27,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-08-28,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-08-31,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-09-01,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-09-02,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-09-03,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-09-09,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-09-10,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-09-14,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-09-15,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-09-16,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-09-17,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-09-21,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-09-22,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-09-23,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-09-25,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-09-28,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-09-29,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-09-30,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-10-01,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-10-02,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-10-05,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-10-06,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-10-08,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-10-09,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-10-13,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-10-14,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-10-16,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-10-19,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-10-20,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-10-21,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-10-22,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-10-23,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-10-26,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-10-27,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-10-28,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-10-29,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-10-30,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-11-02,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-11-03,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-11-05,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-11-06,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-11-10,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-11-11,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-11-12,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-11-13,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-11-16,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-11-19,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-11-23,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-11-24,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-11-25,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-11-27,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-11-30,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-12-01,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-12-02,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-12-03,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-12-07,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-12-10,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-12-11,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-12-14,is,True,realized_vol_ratio_15_60,low,0.5,False
2020-12-21,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-12-22,is,True,realized_vol_ratio_15_60,mid,1.0,False
2020-12-29,is,True,realized_vol_ratio_15_60,high,0.75,False
2020-12-30,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-01-04,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-01-05,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-01-06,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-01-07,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-01-08,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-01-11,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-01-13,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-01-15,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-01-20,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-01-21,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-01-22,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-01-25,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-01-26,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-01-27,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-01-28,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-01-29,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-02-01,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-02-02,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-02-03,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-02-04,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-02-05,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-02-08,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-02-09,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-02-10,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-02-16,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-02-17,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-02-18,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-02-19,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-02-22,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-02-23,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-02-25,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-03-01,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-03-02,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-03-03,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-03-09,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-03-10,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-03-11,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-03-12,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-03-15,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-03-16,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-03-17,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-03-18,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-03-22,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-03-23,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-03-24,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-03-25,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-03-26,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-03-29,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-03-30,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-03-31,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-04-01,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-04-05,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-04-06,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-04-07,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-04-08,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-04-09,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-04-14,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-04-15,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-04-19,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-04-20,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-04-21,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-04-22,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-04-23,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-04-27,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-04-29,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-04-30,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-05-03,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-05-04,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-05-05,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-05-06,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-05-07,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-05-10,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-05-11,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-05-12,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-05-13,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-05-14,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-05-17,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-05-18,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-05-19,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-05-20,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-05-21,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-05-24,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-05-25,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-05-26,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-05-27,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-06-01,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-06-03,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-06-04,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-06-07,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-06-08,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-06-09,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-06-15,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-06-17,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-06-21,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-06-22,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-06-25,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-06-28,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-07-07,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-07-08,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-07-09,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-07-12,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-07-13,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-07-14,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-07-15,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-07-16,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-07-19,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-07-20,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-07-22,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-07-26,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-07-27,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-07-28,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-07-30,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-08-03,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-08-04,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-08-06,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-08-11,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-08-12,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-08-16,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-08-17,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-08-19,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-08-20,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-08-23,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-08-24,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-08-27,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-09-03,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-09-07,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-09-13,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-09-14,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-09-15,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-09-16,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-09-20,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-09-21,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-09-22,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-09-23,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-09-24,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-09-27,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-09-28,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-09-29,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-09-30,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-10-01,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-10-04,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-10-05,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-10-06,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-10-07,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-10-08,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-10-11,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-10-12,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-10-13,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-10-14,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-10-18,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-10-20,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-10-22,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-10-26,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-10-27,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-10-28,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-10-29,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-11-01,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-11-03,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-11-04,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-11-08,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-11-09,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-11-10,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-11-11,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-11-12,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-11-15,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-11-16,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-11-17,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-11-18,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-11-22,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-11-23,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-11-24,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-11-29,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-11-30,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-12-01,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-12-07,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-12-09,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-12-10,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-12-13,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-12-14,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-12-15,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-12-16,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-12-20,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-12-21,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-12-22,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-12-23,is,True,realized_vol_ratio_15_60,high,0.75,False
2021-12-27,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-12-28,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-12-29,is,True,realized_vol_ratio_15_60,mid,1.0,False
2021-12-30,is,True,realized_vol_ratio_15_60,low,0.5,False
2021-12-31,is,True,realized_vol_ratio_15_60,high,0.75,False
2022-01-04,is,True,realized_vol_ratio_15_60,mid,1.0,False
2022-01-07,is,True,realized_vol_ratio_15_60,mid,1.0,False
2022-01-12,is,True,realized_vol_ratio_15_60,low,0.5,False
2022-01-13,is,True,realized_vol_ratio_15_60,mid,1.0,False
2022-01-14,is,True,realized_vol_ratio_15_60,low,0.5,False
2022-01-19,is,True,realized_vol_ratio_15_60,low,0.5,False
2022-01-20,is,True,realized_vol_ratio_15_60,mid,1.0,False
2022-01-31,is,True,realized_vol_ratio_15_60,mid,1.0,False
2022-02-02,is,True,realized_vol_ratio_15_60,mid,1.0,False
2022-02-07,is,True,realized_vol_ratio_15_60,mid,1.0,False
2022-02-09,is,True,realized_vol_ratio_15_60,mid,1.0,False
2022-02-10,is,True,realized_vol_ratio_15_60,high,0.75,False
2022-02-14,is,True,realized_vol_ratio_15_60,mid,1.0,False
