candidate,year,n_trades,win_rate,avg_win,avg_loss,average_losing_trade,expectancy,profit_factor,cumulative_pnl,max_drawdown,max_drawdown_pct,sharpe_ratio,max_consecutive_losses,avg_consecutive_losses,longest_loss_streak,number_of_loss_streaks_2_plus,worst_trade,worst_day,stop_hit_rate,target_hit_rate,time_exit_rate,time_exit_count,time_exit_win_rate,time_exit_loss_rate,time_exit_pnl_usd,eod_exit_rate,proportion_filtered_out,trade_count_after_filters,percent_of_days_traded,percent_days_traded,avg_R,median_R,pnl_to_risk_ratio,average_loss_streak_length,count_loss_streaks_2_plus,daily_sharpe_basis,n_sessions,raw_signal_count
baseline_exact,2019,131,0.40458015267175573,221.99056603773585,-167.0064935064935,-167.0064935064935,-8.351145038167939,0.9149267078813329,-1094.0,-2659.5,0.05319,-0.47421763789777216,6,2.138888888888889,6,18,-250.0,-250.0,0.4122137404580153,0.15267175572519084,0.4351145038167939,57,0.5789473684210527,0.40350877192982454,2702.0,0.0,0.0,131,0.6328502415458938,0.6328502415458938,-0.03690274049641627,-0.15119363395225463,-0.03888740780236381,2.138888888888889,18,daily_pnl_over_static_capital,207,0
baseline_exact,2020,191,0.4816753926701571,226.125,-174.65656565656565,-174.65656565656565,18.39005235602094,1.2031403620380545,3512.5,-2022.0,0.04044,1.0023256710155102,9,2.0625,9,27,-249.5,-249.5,0.450261780104712,0.20418848167539266,0.33507853403141363,64,0.8125,0.1875,5858.0,0.010471204188481676,0.0,191,0.6121794871794872,0.6121794871794872,0.09494860734368739,-0.07692307692307693,0.09553014128941893,2.0625,27,daily_pnl_over_static_capital,312,0
baseline_exact,2021,181,0.5193370165745856,215.70744680851064,-166.4418604651163,-166.4418604651163,32.94198895027624,1.4165502305435238,5962.5,-1406.5,0.02813,1.8365295451917847,6,1.8695652173913044,6,25,-249.0,-249.0,0.3756906077348066,0.17679558011049723,0.44751381215469616,81,0.7654320987654321,0.2222222222222222,8429.5,0.0,0.0,181,0.5819935691318328,0.5819935691318328,0.2028802490404764,0.2147887323943662,0.17158767158767158,1.8695652173913044,25,daily_pnl_over_static_capital,311,0
baseline_exact,2022,122,0.4344262295081967,241.14150943396226,-181.07246376811594,-181.07246376811594,2.348360655737705,1.022931006883304,286.5,-1894.0,0.03788,0.10135014370242847,6,1.9166666666666667,6,16,-249.0,-249.0,0.5163934426229508,0.18032786885245902,0.30327868852459017,37,0.8378378378378378,0.16216216216216217,4473.0,0.0,0.0,122,0.3935483870967742,0.3935483870967742,0.015732876268194917,-1.0,0.012172583009368429,1.9166666666666667,16,daily_pnl_over_static_capital,310,0
baseline_exact,2023,189,0.47619047619047616,206.7888888888889,-166.37878787878788,-166.37878787878788,11.32010582010582,1.129891023889749,2139.5,-2262.0,0.04524,0.6522215686644409,5,1.8333333333333333,5,27,-250.0,-250.0,0.455026455026455,0.19576719576719576,0.3492063492063492,66,0.803030303030303,0.19696969696969696,5077.5,0.0,0.0,189,0.6096774193548387,0.6096774193548387,0.08048693211705193,-0.15492957746478872,0.0620927836547531,1.8333333333333333,27,daily_pnl_over_static_capital,310,0
baseline_exact,2024,174,0.4425287356321839,255.08441558441558,-166.6443298969072,-166.6443298969072,19.982758620689655,1.2151009929165764,3477.0,-1594.5,0.03189,1.0044677141584462,6,2.255813953488372,6,28,-250.0,-250.0,0.4885057471264368,0.2471264367816092,0.25862068965517243,45,0.7333333333333333,0.26666666666666666,3252.5,0.005747126436781609,0.0,174,0.5559105431309904,0.5559105431309904,0.09003530463850912,-0.31978885160217385,0.10624579844771741,2.255813953488372,28,daily_pnl_over_static_capital,313,0
baseline_exact,2025,128,0.421875,217.9814814814815,-162.6986301369863,-162.6986301369863,-0.828125,0.9910751873368696,-106.0,-1879.0,0.03758,-0.03907975117394699,6,1.8717948717948718,6,18,-245.5,-245.5,0.4765625,0.1640625,0.34375,44,0.7045454545454546,0.2727272727272727,3114.5,0.015625,0.0,128,0.41025641025641024,0.41025641025641024,-0.023134686290503158,-0.3083153414348282,-0.004363666303027808,1.8717948717948718,18,daily_pnl_over_static_capital,312,0
baseline_exact,2026,9,0.6666666666666666,246.33333333333334,-195.66666666666666,-195.66666666666666,99.0,2.5178875638841567,891.0,-202.5,0.00405,2.479065921456218,1,1.0,1,0,-244.0,-244.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,4,1.0,0.0,562.0,0.0,0.0,9,0.17307692307692307,0.17307692307692307,0.4262157361452988,0.4229934924078091,0.4687006838506049,1.0,0,daily_pnl_over_static_capital,52,0
b_atr_q20_q90,2019,34,0.5,289.6764705882353,-177.91176470588235,-177.91176470588235,55.88235294117647,1.6282030087617787,1900.0,-917.0,0.01834,1.3675422039592988,3,1.8888888888888888,3,5,-248.0,-248.0,0.4117647058823529,0.2647058823529412,0.3235294117647059,11,0.7272727272727273,0.2727272727272727,1008.5,0.0,0.0,34,0.1642512077294686,0.1642512077294686,0.23842417967052204,0.08222496457790576,0.2708867978329056,1.8888888888888888,5,daily_pnl_over_static_capital,207,0
b_atr_q20_q90,2020,137,0.48905109489051096,233.73880597014926,-180.3,-180.3,22.186131386861312,1.2408287774344346,3039.5,-1534.0,0.03068,1.009114924649554,8,2.0588235294117645,8,19,-249.5,-249.5,0.48175182481751827,0.21897810218978103,0.291970802919708,40,0.9,0.1,4520.5,0.0072992700729927005,0.0,137,0.4391025641025641,0.4391025641025641,0.10913052309280502,-0.24734982332155478,0.11748222016079159,2.0588235294117645,19,daily_pnl_over_static_capital,312,0
b_atr_q20_q90,2021,139,0.5323741007194245,215.5472972972973,-173.58461538461538,-173.58461538461538,33.57913669064748,1.413675440928831,4667.5,-1128.5,0.02257,1.6245439860597468,5,1.8055555555555556,5,15,-249.0,-249.0,0.39568345323741005,0.17266187050359713,0.4316546762589928,60,0.8333333333333334,0.16666666666666666,7213.0,0.0,0.0,139,0.44694533762057875,0.44694533762057875,0.21330214863756647,0.3295880149812734,0.17820326817348808,1.8055555555555556,15,daily_pnl_over_static_capital,311,0
b_atr_q20_q90,2022,69,0.5217391304347826,205.75,-170.66666666666666,-170.66666666666666,25.72463768115942,1.3151633522727273,1775.0,-848.5,0.01697,0.8998905582659495,4,1.65,4,8,-240.0,-240.0,0.43478260869565216,0.17391304347826086,0.391304347826087,27,0.8888888888888888,0.1111111111111111,3197.5,0.0,0.0,69,0.22258064516129034,0.22258064516129034,0.1408885826984284,0.13003095975232198,0.13898676689374365,1.65,8,daily_pnl_over_static_capital,310,0
b_atr_q20_q90,2023,171,0.49122807017543857,214.42261904761904,-168.83333333333334,-168.83333333333334,19.432748538011698,1.2262314055213261,3323.0,-2083.5,0.04167,1.0414246643866676,5,1.7755102040816326,5,23,-249.0,-249.0,0.45614035087719296,0.21637426900584794,0.32748538011695905,56,0.8392857142857143,0.16071428571428573,4571.5,0.0,0.0,171,0.5516129032258065,0.5516129032258065,0.11723648567850259,-0.06534090909090909,0.10720046454609974,1.7755102040816326,23,daily_pnl_over_static_capital,310,0
b_atr_q20_q90,2024,143,0.46153846153846156,259.17424242424244,-162.7077922077922,-162.7077922077922,32.00699300699301,1.365327054316159,4577.0,-1184.0,0.02368,1.444728817903536,6,2.2,6,23,-250.0,-250.0,0.46153846153846156,0.26573426573426573,0.26573426573426573,38,0.7105263157894737,0.2894736842105263,2671.0,0.006993006993006993,0.0,143,0.45686900958466453,0.45686900958466453,0.15597525808764007,-0.2693208430913349,0.1720320986262239,2.2,23,daily_pnl_over_static_capital,313,0
b_atr_q20_q90,2025,90,0.4666666666666667,211.25,-167.48958333333334,-167.48958333333334,9.255555555555556,1.1036134087940792,833.0,-1397.5,0.02795,0.36512998088333265,6,1.8461538461538463,6,11,-242.0,-242.0,0.4777777777777778,0.18888888888888888,0.3111111111111111,28,0.8214285714285714,0.17857142857142858,2256.0,0.022222222222222223,0.0,90,0.28846153846153844,0.28846153846153844,0.03780284402792325,-0.23998160897859094,0.05023368008442635,1.8461538461538463,11,daily_pnl_over_static_capital,312,0
b_atr_q20_q90,2026,5,0.6,99.66666666666667,-171.5,-171.5,-8.8,0.8717201166180758,-44.0,-140.5,0.00281,-0.3209556923800875,1,1.0,1,0,-202.5,-202.5,0.4,0.0,0.6,3,1.0,0.0,299.0,0.0,0.0,5,0.09615384615384616,0.09615384615384616,-0.13708271744764172,0.37168141592920356,-0.04290589956118966,1.0,0,daily_pnl_over_static_capital,52,0
b_atr_ge_q30,2019,11,0.45454545454545453,316.0,-175.33333333333334,-175.33333333333334,48.0,1.5019011406844107,528.0,-446.0,0.00892,0.6770966341944314,3,2.0,3,2,-222.0,-222.0,0.45454545454545453,0.2727272727272727,0.2727272727272727,3,0.6666666666666666,0.3333333333333333,347.0,0.0,0.0,11,0.05314009661835749,0.05314009661835749,0.2343965127241365,-0.503030303030303,0.25,2.0,2,daily_pnl_over_static_capital,207,0
b_atr_ge_q30,2020,110,0.4636363636363636,258.55882352941177,-187.5677966101695,-187.5677966101695,19.272727272727273,1.1915691501378032,2120.0,-1486.0,0.02972,0.7482001861191593,8,2.0344827586206895,8,15,-249.5,-249.5,0.5181818181818182,0.24545454545454545,0.23636363636363636,26,0.9230769230769231,0.07692307692307693,3301.0,0.0,0.0,110,0.3525641025641026,0.3525641025641026,0.102958740243584,-1.0,0.09972716153918525,2.0344827586206895,15,daily_pnl_over_static_capital,312,0
b_atr_ge_q30,2021,132,0.5303030303030303,222.43571428571428,-170.1451612903226,-170.1451612903226,38.041666666666664,1.476016684045881,5021.5,-966.5,0.01933,1.773948832517758,5,1.7714285714285714,5,18,-249.0,-249.0,0.38636363636363635,0.1893939393939394,0.42424242424242425,56,0.8035714285714286,0.19642857142857142,6396.5,0.0,0.0,132,0.42443729903536975,0.42443729903536975,0.22894225538896495,0.3069172951618696,0.20055916125811282,1.7714285714285714,18,daily_pnl_over_static_capital,311,0
b_atr_ge_q30,2022,111,0.43243243243243246,241.01041666666666,-188.45238095238096,-188.45238095238096,-2.7387387387387387,0.9743946093914508,-304.0,-1575.5,0.03151,-0.11231841379234396,5,1.8529411764705883,5,16,-249.0,-249.0,0.5405405405405406,0.17117117117117117,0.2882882882882883,32,0.90625,0.09375,4434.0,0.0,0.0,111,0.3580645161290323,0.3580645161290323,-0.008464977936366289,-1.0,-0.01425891181988743,1.8529411764705883,16,daily_pnl_over_static_capital,310,0
b_atr_ge_q30,2023,157,0.4585987261146497,230.41666666666666,-167.08823529411765,-167.08823529411765,15.207006369426752,1.1681042070058087,2387.5,-2298.5,0.04597,0.7695034181235709,6,1.8478260869565217,6,19,-247.0,-247.0,0.4840764331210191,0.2229299363057325,0.2929936305732484,46,0.8043478260869565,0.1956521739130435,3837.0,0.0,0.0,157,0.5064516129032258,0.5064516129032258,0.094208761518585,-0.31125827814569534,0.08508704716762594,1.8478260869565217,19,daily_pnl_over_static_capital,310,0
b_atr_ge_q30,2024,145,0.4482758620689655,265.95384615384614,-165.76875,-165.76875,27.76206896551724,1.3035478641179354,4025.5,-1222.5,0.02445,1.2581727183746976,5,2.4242424242424243,5,26,-250.0,-250.0,0.4896551724137931,0.2620689655172414,0.2413793103448276,35,0.7428571428571429,0.2571428571428571,2994.0,0.006896551724137931,0.0,145,0.46325878594249204,0.46325878594249204,0.12927812724560261,-0.3211920529801324,0.14948846018159198,2.4242424242424243,26,daily_pnl_over_static_capital,313,0
b_atr_ge_q30,2025,112,0.4375,230.22448979591837,-171.96825396825398,-171.96825396825398,3.9910714285714284,1.0412589994461878,447.0,-1461.5,0.02923,0.16905605575158975,6,1.9090909090909092,6,18,-245.5,-245.5,0.5089285714285714,0.17857142857142858,0.30357142857142855,34,0.8235294117647058,0.17647058823529413,3376.0,0.008928571428571428,0.0,112,0.358974358974359,0.358974358974359,-0.0009668085279580281,-1.0,0.02108838723374142,1.9090909090909092,18,daily_pnl_over_static_capital,312,0
b_atr_ge_q30,2026,9,0.6666666666666666,246.33333333333334,-195.66666666666666,-195.66666666666666,99.0,2.5178875638841567,891.0,-202.5,0.00405,2.479065921456218,1,1.0,1,0,-244.0,-244.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,4,1.0,0.0,562.0,0.0,0.0,9,0.17307692307692307,0.17307692307692307,0.4262157361452988,0.4229934924078091,0.4687006838506049,1.0,0,daily_pnl_over_static_capital,52,0
a_ratio_q10_q90,2019,100,0.42,259.42857142857144,-182.51724137931035,-182.51724137931035,3.1,1.0292839599471,310.0,-1596.0,0.03192,0.1402633621911292,5,2.230769230769231,5,14,-250.0,-250.0,0.45,0.2,0.35,35,0.6285714285714286,0.37142857142857144,2164.0,0.0,0.0,100,0.4830917874396135,0.4830917874396135,0.015491941291053437,-0.3306040321938003,0.01440152377412836,2.230769230769231,14,daily_pnl_over_static_capital,207,0
a_ratio_q10_q90,2020,143,0.48951048951048953,230.21428571428572,-177.68493150684932,-177.68493150684932,21.986013986013987,1.2423868630020816,3144.0,-1431.5,0.02863,1.030002384783585,7,2.0277777777777777,7,19,-249.5,-249.5,0.46853146853146854,0.21678321678321677,0.3076923076923077,44,0.8636363636363636,0.13636363636363635,4491.0,0.006993006993006993,0.0,143,0.4583333333333333,0.4583333333333333,0.10894817013272413,-0.07692307692307693,0.1157733875867656,2.0277777777777777,19,daily_pnl_over_static_capital,312,0
a_ratio_q10_q90,2021,152,0.5263157894736842,221.075,-171.57638888888889,-171.57638888888889,35.08223684210526,1.4316590439956287,5332.5,-1030.5,0.02061,1.7548750790681842,5,1.7142857142857142,5,18,-249.0,-249.0,0.3881578947368421,0.17763157894736842,0.4342105263157895,66,0.803030303030303,0.19696969696969696,7678.5,0.0,0.0,152,0.4887459807073955,0.4887459807073955,0.21402851310544801,0.24104591750983226,0.1828735060614894,1.7142857142857142,18,daily_pnl_over_static_capital,311,0
a_ratio_q10_q90,2022,104,0.4326923076923077,234.2888888888889,-186.26271186440678,-186.26271186440678,-4.293269230769231,0.9593703080212931,-446.5,-1458.0,0.02916,-0.1731571544935046,5,1.9666666666666666,5,15,-248.5,-248.5,0.5288461538461539,0.16346153846153846,0.3076923076923077,32,0.875,0.125,4128.0,0.0,0.0,104,0.33548387096774196,0.33548387096774196,-0.016315022425726706,-1.0,-0.022270992842357284,1.9666666666666666,15,daily_pnl_over_static_capital,310,0
a_ratio_q10_q90,2023,151,0.4966887417218543,204.88,-165.38815789473685,-165.38815789473685,18.519867549668874,1.2224829945503004,2796.5,-1740.5,0.03481,0.9633983239412492,8,1.9,8,22,-250.0,-250.0,0.4370860927152318,0.1986754966887417,0.36423841059602646,55,0.8181818181818182,0.18181818181818182,4539.0,0.0,0.0,151,0.4870967741935484,0.4870967741935484,0.12245981795699129,-0.03389830508474576,0.1024377735855968,1.9,22,daily_pnl_over_static_capital,310,0
a_ratio_q10_q90,2024,144,0.4305555555555556,258.2258064516129,-166.01829268292684,-166.01829268292684,16.64236111111111,1.1760384912035846,2396.5,-1931.5,0.03863,0.7589795210022818,7,2.342857142857143,7,22,-250.0,-250.0,0.4930555555555556,0.24305555555555555,0.2569444444444444,37,0.7027027027027027,0.2972972972972973,2501.5,0.006944444444444444,0.0,144,0.46006389776357826,0.46006389776357826,0.07252331423072822,-0.3452483046675242,0.08848234229910096,2.342857142857143,22,daily_pnl_over_static_capital,313,0
a_ratio_q10_q90,2025,99,0.47474747474747475,219.67021276595744,-162.68269230769232,-162.68269230769232,18.838383838383837,1.2204622022578167,1865.0,-1313.0,0.02626,0.7633409220505146,6,1.7333333333333334,6,12,-243.5,-243.5,0.45454545454545453,0.1919191919191919,0.3333333333333333,33,0.7878787878787878,0.21212121212121213,2744.5,0.020202020202020204,0.0,99,0.3173076923076923,0.3173076923076923,0.07380702614413197,-0.14206128133704735,0.10070194384449244,1.7333333333333334,12,daily_pnl_over_static_capital,312,0
a_ratio_q10_q90,2026,6,0.5,99.66666666666667,-195.66666666666666,-195.66666666666666,-48.0,0.5093696763202725,-288.0,-202.5,0.00405,-1.6421637730087661,2,1.5,2,1,-244.0,-244.0,0.5,0.0,0.5,3,1.0,0.0,299.0,0.0,0.0,6,0.11538461538461539,0.11538461538461539,-0.2809022645397014,-0.3141592920353982,-0.22686096888538795,1.5,1,daily_pnl_over_static_capital,52,0
