campaign_variant_name,variant_role,scope,sizing_mode,risk_pct,max_contracts,skip_trade_if_too_small,fixed_contracts,initial_capital_usd,worst_trade_loss_usd,worst_day_pnl_usd,max_daily_drawdown_usd,nb_days_below_minus_250,nb_days_below_minus_500,nb_days_below_minus_1000,nb_trades_below_minus_150,nb_trades_below_minus_250,nb_trades_below_minus_500,pass_target_3000_usd_without_breaching_2000_dd,days_to_3000_usd_if_reached,max_trailing_drawdown_observed_usd,max_static_drawdown_observed_usd
fixed_1_contract,baseline,full,fixed_contracts,,,,1.0,50000.0,127.5,-127.5,482.203125,0,0,0,0,0,0,False,,482.203125,266.125
fixed_1_contract,baseline,oos,fixed_contracts,,,,1.0,50000.0,103.75,-103.75,370.59375,0,0,0,0,0,0,False,,370.59375,20.0
risk_pct_0p0015__max_contracts_2__skip_trade_if_too_small_true,grid,full,risk_percent,0.0015,2.0,True,,50000.0,80.0,-80.0,831.875,0,0,0,0,0,0,True,1585.0,831.875,420.375
risk_pct_0p0015__max_contracts_2__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0015,2.0,True,,50000.0,80.0,-80.0,343.6875,0,0,0,0,0,0,False,,343.6875,40.0
risk_pct_0p0015__max_contracts_3__skip_trade_if_too_small_true,grid,full,risk_percent,0.0015,3.0,True,,50000.0,90.0,-105.0,900.625,0,0,0,0,0,0,True,1363.0,900.625,250.48437500000728
risk_pct_0p0015__max_contracts_3__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0015,3.0,True,,50000.0,90.0,-90.0,373.75,0,0,0,0,0,0,True,363.0,373.75,60.0
risk_pct_0p0015__max_contracts_4__skip_trade_if_too_small_true,grid,full,risk_percent,0.0015,4.0,True,,50000.0,95.0,-111.25,1028.125,0,0,0,0,0,0,True,1363.0,1028.125,156.81250000000728
risk_pct_0p0015__max_contracts_4__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0015,4.0,True,,50000.0,90.0,-90.0,373.75,0,0,0,0,0,0,True,191.0,373.75,80.0
risk_pct_0p0015__max_contracts_5__skip_trade_if_too_small_true,grid,full,risk_percent,0.0015,5.0,True,,50000.0,100.0,-117.5,1111.875,0,0,0,0,0,0,True,1310.0,1111.875,242.37500000000728
risk_pct_0p0015__max_contracts_5__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0015,5.0,True,,50000.0,95.0,-95.0,373.75,0,0,0,0,0,0,True,191.0,373.75,80.0
risk_pct_0p0015__max_contracts_6__skip_trade_if_too_small_true,grid,full,risk_percent,0.0015,6.0,True,,50000.0,105.0,-123.75,1160.625,0,0,0,0,0,0,True,1350.0,1160.625,308.5625000000073
risk_pct_0p0015__max_contracts_6__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0015,6.0,True,,50000.0,100.0,-100.0,398.75,0,0,0,0,0,0,True,141.0,398.75,80.0
risk_pct_0p0020__max_contracts_2__skip_trade_if_too_small_true,grid,full,risk_percent,0.002,2.0,True,,50000.0,105.0,-105.0,764.171875,0,0,0,0,0,0,True,1413.0,764.171875,442.671875
risk_pct_0p0020__max_contracts_2__skip_trade_if_too_small_true,grid,oos,risk_percent,0.002,2.0,True,,50000.0,103.75,-103.75,396.1875,0,0,0,0,0,0,False,,396.1875,40.0
risk_pct_0p0020__max_contracts_3__skip_trade_if_too_small_true,grid,full,risk_percent,0.002,3.0,True,,50000.0,120.0,-120.0,953.546875,0,0,0,0,0,0,True,1363.0,953.546875,381.2968750000073
risk_pct_0p0020__max_contracts_3__skip_trade_if_too_small_true,grid,oos,risk_percent,0.002,3.0,True,,50000.0,108.75,-108.75,405.0,0,0,0,0,0,0,True,363.0,405.0,60.0
risk_pct_0p0020__max_contracts_4__skip_trade_if_too_small_true,grid,full,risk_percent,0.002,4.0,True,,50000.0,125.0,-140.0,1076.671875,0,0,0,0,0,0,True,1255.0,1076.671875,265.7812500000073
risk_pct_0p0020__max_contracts_4__skip_trade_if_too_small_true,grid,oos,risk_percent,0.002,4.0,True,,50000.0,120.0,-120.0,462.5,0,0,0,0,0,0,True,191.0,462.5,80.0
risk_pct_0p0020__max_contracts_5__skip_trade_if_too_small_true,grid,full,risk_percent,0.002,5.0,True,,50000.0,125.0,-146.25,1265.421875,0,0,0,0,0,0,True,1233.0,1265.421875,233.35937500000728
risk_pct_0p0020__max_contracts_5__skip_trade_if_too_small_true,grid,oos,risk_percent,0.002,5.0,True,,50000.0,120.0,-120.0,462.5,0,0,0,0,0,0,True,141.0,462.5,100.0
risk_pct_0p0020__max_contracts_6__skip_trade_if_too_small_true,grid,full,risk_percent,0.002,6.0,True,,50000.0,125.0,-152.5,1325.4218749999927,0,0,0,0,0,0,True,1233.0,1325.4218749999927,257.0156250000073
risk_pct_0p0020__max_contracts_6__skip_trade_if_too_small_true,grid,oos,risk_percent,0.002,6.0,True,,50000.0,125.0,-125.0,552.5,0,0,0,0,0,0,True,141.0,552.5,120.0
risk_pct_0p0025__max_contracts_2__skip_trade_if_too_small_true,grid,full,risk_percent,0.0025,2.0,True,,50000.0,130.0,-130.0,776.25,0,0,0,0,0,0,True,1482.0,776.25,454.75
risk_pct_0p0025__max_contracts_2__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0025,2.0,True,,50000.0,130.0,-130.0,557.4375,0,0,0,0,0,0,False,,557.4375,40.0
risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_true,grid,full,risk_percent,0.0025,3.0,True,,50000.0,146.25,-146.25,1171.046875,0,0,0,0,0,0,True,1363.0,1171.046875,641.2968750000073
risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0025,3.0,True,,50000.0,130.0,-130.0,515.5312499999927,0,0,0,0,0,0,True,191.0,515.5312499999927,60.0
risk_pct_0p0025__max_contracts_4__skip_trade_if_too_small_true,grid,full,risk_percent,0.0025,4.0,True,,50000.0,146.25,-152.5,1360.421875,0,0,0,0,0,0,True,1255.0,1360.421875,592.0312500000073
risk_pct_0p0025__max_contracts_4__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0025,4.0,True,,50000.0,146.25,-146.25,559.875,0,0,0,0,0,0,True,141.0,559.875,80.0
risk_pct_0p0025__max_contracts_5__skip_trade_if_too_small_true,grid,full,risk_percent,0.0025,5.0,True,,50000.0,160.0,-175.0,1483.546875,0,0,0,5,0,0,True,1233.0,1483.546875,476.5156250000073
risk_pct_0p0025__max_contracts_5__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0025,5.0,True,,50000.0,156.25,-156.25,641.25,0,0,0,2,0,0,True,141.0,641.25,100.0
risk_pct_0p0025__max_contracts_6__skip_trade_if_too_small_true,grid,full,risk_percent,0.0025,6.0,True,,50000.0,165.0,-181.25,1634.796875,0,0,0,7,0,0,True,823.0,1634.796875,406.59375000001455
risk_pct_0p0025__max_contracts_6__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0025,6.0,True,,50000.0,156.25,-156.25,641.25,0,0,0,2,0,0,True,141.0,641.25,120.0
risk_pct_0p0030__max_contracts_2__skip_trade_if_too_small_true,grid,full,risk_percent,0.003,2.0,True,,50000.0,160.0,-160.0,853.75,0,0,0,4,0,0,True,1482.0,853.75,532.25
risk_pct_0p0030__max_contracts_2__skip_trade_if_too_small_true,grid,oos,risk_percent,0.003,2.0,True,,50000.0,160.0,-160.0,637.4375,0,0,0,2,0,0,False,,637.4375,40.0
risk_pct_0p0030__max_contracts_3__skip_trade_if_too_small_true,grid,full,risk_percent,0.003,3.0,True,,50000.0,176.25,-176.25,1178.546875,0,0,0,7,0,0,True,1363.0,1178.546875,696.2968750000073
risk_pct_0p0030__max_contracts_3__skip_trade_if_too_small_true,grid,oos,risk_percent,0.003,3.0,True,,50000.0,160.0,-160.0,653.3906249999927,0,0,0,2,0,0,True,191.0,653.3906249999927,60.0
risk_pct_0p0030__max_contracts_4__skip_trade_if_too_small_true,grid,full,risk_percent,0.003,4.0,True,,50000.0,176.25,-176.25,1521.671875,0,0,0,14,0,0,True,1284.0,1521.671875,788.6718750000073
risk_pct_0p0030__max_contracts_4__skip_trade_if_too_small_true,grid,oos,risk_percent,0.003,4.0,True,,50000.0,176.25,-176.25,720.2343749999854,0,0,0,4,0,0,True,141.0,720.2343749999854,80.0
risk_pct_0p0030__max_contracts_5__skip_trade_if_too_small_true,grid,full,risk_percent,0.003,5.0,True,,50000.0,181.25,-181.25,1711.046875,0,0,0,24,0,0,True,1233.0,1711.046875,739.4062500000073
risk_pct_0p0030__max_contracts_5__skip_trade_if_too_small_true,grid,oos,risk_percent,0.003,5.0,True,,50000.0,176.25,-176.25,780.0,0,0,0,8,0,0,True,141.0,780.0,100.0
risk_pct_0p0030__max_contracts_6__skip_trade_if_too_small_true,grid,full,risk_percent,0.003,6.0,True,,50000.0,187.5,-210.0,1779.7968749999927,0,0,0,37,0,0,True,823.0,1779.7968749999927,569.5156250000073
risk_pct_0p0030__max_contracts_6__skip_trade_if_too_small_true,grid,oos,risk_percent,0.003,6.0,True,,50000.0,187.5,-187.5,868.75,0,0,0,9,0,0,True,141.0,868.75,120.0
risk_pct_0p0035__max_contracts_2__skip_trade_if_too_small_true,grid,full,risk_percent,0.0035,2.0,True,,50000.0,170.0,-170.0,853.75,0,0,0,6,0,0,True,1482.0,853.75,532.25
risk_pct_0p0035__max_contracts_2__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0035,2.0,True,,50000.0,170.0,-170.0,637.4375,0,0,0,3,0,0,False,,637.4375,40.0
risk_pct_0p0035__max_contracts_3__skip_trade_if_too_small_true,grid,full,risk_percent,0.0035,3.0,True,,50000.0,195.0,-195.0,1203.125,0,0,0,15,0,0,True,1363.0,1203.125,720.8750000000073
risk_pct_0p0035__max_contracts_3__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0035,3.0,True,,50000.0,195.0,-195.0,824.2812499999927,0,0,0,6,0,0,True,191.0,824.2812499999927,60.0
risk_pct_0p0035__max_contracts_4__skip_trade_if_too_small_true,grid,full,risk_percent,0.0035,4.0,True,,50000.0,195.0,-195.0,1515.21875,0,0,0,29,0,0,True,1310.0,1515.21875,872.2187500000073
risk_pct_0p0035__max_contracts_4__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0035,4.0,True,,50000.0,195.0,-195.0,824.8749999999927,0,0,0,8,0,0,True,141.0,824.8749999999927,80.0
risk_pct_0p0035__max_contracts_5__skip_trade_if_too_small_true,grid,full,risk_percent,0.0035,5.0,True,,50000.0,207.5,-207.5,1779.59375,0,0,0,40,0,0,True,1255.0,1779.59375,885.8437500000073
risk_pct_0p0035__max_contracts_5__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0035,5.0,True,,50000.0,200.0,-200.0,807.9687499999927,0,0,0,12,0,0,True,141.0,807.9687499999927,100.0
risk_pct_0p0035__max_contracts_6__skip_trade_if_too_small_true,grid,full,risk_percent,0.0035,6.0,True,,50000.0,207.5,-210.0,1935.2187499999927,0,0,0,51,0,0,True,823.0,1935.2187499999927,802.8281250000073
risk_pct_0p0035__max_contracts_6__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0035,6.0,True,,50000.0,200.0,-200.0,868.75,0,0,0,13,0,0,True,141.0,868.75,120.0
risk_pct_0p0040__max_contracts_2__skip_trade_if_too_small_true,grid,full,risk_percent,0.004,2.0,True,,50000.0,207.5,-207.5,853.75,0,0,0,7,0,0,True,1482.0,853.75,532.25
risk_pct_0p0040__max_contracts_2__skip_trade_if_too_small_true,grid,oos,risk_percent,0.004,2.0,True,,50000.0,207.5,-207.5,741.1875,0,0,0,4,0,0,False,,741.1875,40.0
risk_pct_0p0040__max_contracts_3__skip_trade_if_too_small_true,grid,full,risk_percent,0.004,3.0,True,,50000.0,225.0,-225.0,1203.125,0,0,0,16,0,0,True,1363.0,1203.125,720.8750000000073
risk_pct_0p0040__max_contracts_3__skip_trade_if_too_small_true,grid,oos,risk_percent,0.004,3.0,True,,50000.0,225.0,-225.0,928.0312499999927,0,0,0,7,0,0,True,191.0,928.0312499999927,60.0
risk_pct_0p0040__max_contracts_4__skip_trade_if_too_small_true,grid,full,risk_percent,0.004,4.0,True,,50000.0,235.0,-235.0,1515.21875,0,0,0,31,0,0,True,1284.0,1515.21875,872.2187500000073
risk_pct_0p0040__max_contracts_4__skip_trade_if_too_small_true,grid,oos,risk_percent,0.004,4.0,True,,50000.0,235.0,-235.0,987.3749999999927,0,0,0,9,0,0,True,141.0,987.3749999999927,80.0
risk_pct_0p0040__max_contracts_5__skip_trade_if_too_small_true,grid,full,risk_percent,0.004,5.0,True,,50000.0,243.75,-243.75,1890.21875,0,0,0,41,0,0,True,1255.0,1890.21875,1038.9687500000073
risk_pct_0p0040__max_contracts_5__skip_trade_if_too_small_true,grid,oos,risk_percent,0.004,5.0,True,,50000.0,235.0,-235.0,970.4687499999927,0,0,0,13,0,0,True,141.0,970.4687499999927,100.0
risk_pct_0p0040__max_contracts_6__skip_trade_if_too_small_true,grid,full,risk_percent,0.004,6.0,True,,50000.0,250.0,-250.0,2079.5937499999927,2,0,0,53,1,0,False,1233.0,2079.5937499999927,977.5937500000073
risk_pct_0p0040__max_contracts_6__skip_trade_if_too_small_true,grid,oos,risk_percent,0.004,6.0,True,,50000.0,243.75,-243.75,1094.8124999999927,0,0,0,14,0,0,True,141.0,1094.8124999999927,120.0
best_previous_winner,best_previous_winner,full,risk_percent,0.0025,3.0,True,,50000.0,146.25,-146.25,1171.046875,0,0,0,0,0,0,True,1363.0,1171.046875,641.2968750000073
best_previous_winner,best_previous_winner,oos,risk_percent,0.0025,3.0,True,,50000.0,130.0,-130.0,515.5312499999927,0,0,0,0,0,0,True,191.0,515.5312499999927,60.0
